,Sentences_from,Sentences_to,Translated_sentences,BLEU
63,"Stapleton zamykał żonę na klucz a sam, przyprawiwszy brodę, dla niepoznaki, śledził każdy krok doktora Mortimer, jeździł za nim na Baker-Street, a następnie na dworzec i do hotelu Northumberland.","Here he kept his wife imprisoned in her room while he, disguised in a beard, followed Dr. Mortimer to Baker Street and afterwards to the station and to the Northumberland Hotel. His wife had some inkling of his plans; but she had such a fear of her husband--a fear founded upon brutal ill-treatment--that she dare not write to warn the man whom she knew to be in danger.","Stapleton would lock his wife on the key, and by himself, having spiced up his beard, for the sake of notability, follow Dr. Mortimer's every step, followed him to Baker-Street, and then to the train station and to the Northumberland Hotel.",0.094
64,"Oczy jej biegły niespokojnie za bratem, przyśpieszyła kroku i zrównała się ze mną. Uchyliłem kapelusza i chciałem się przedstawić, lecz nie dała mi dojść do słowa.","I had raised my hat and was about to make some explanatory remark, when her own words turned all my thoughts into a new channel.","Her eyes ran uneasily behind her brother, she accelerated her stride and leveled with me. I dropped my hat, and I wanted to introduce myself, but she didn't let me come to my word.",0.0
65,-- Dużo jest psów w okolicy.,"""There are many sheep-dogs on the moor?""",There's a lot of dogs in the area.,0.0
66,"Brat jest wątły i niezbyt silny, siostra, jakkolwiek rosła i dobrze zbudowana, nie mogłaby stawić oporu takiemu zbójowi.","They would be helpless in the hands of a desperate fellow like this Notting Hill criminal, if he could once effect an entrance.","The brother is dubious and not very strong, the sister, however grew and well built, could not resist such a scuffle.",0.0
67,"-- Powiadają, że to szczekanie psa Baskervillów -- odparłem.","""They say it is the cry of the Hound of the Baskervilles.""","'They say it's the barking of the Baskerville dog, 'I said.",0.0
68,"Pijani towarzysze słuchali go w przerażonem milczeniu, tylko jeden, gorszy, a może bardziej pijany od innych, poddał myśl, aby za dziewczyną puścić w pogoń psy podwórzowe.","And while the revellers stood aghast at the fury of the man, one more wicked or, it may be, more drunken than the rest, cried out that they should put the hounds upon her.","Drunk companions listened to him in terrified silence, only one, worse and perhaps more drunk than the others, gave up the thought to let go of the yard dogs in pursuit of the girl.",0.0
69,"Na lewo, wśród gęstych chmur, po nad drzewami sterczały wieżyce Baskerville-Hall.","In the distant hollow on the left, half hidden by the mist, the two thin towers of Baskerville Hall rose above the trees.","To the left, among the dense clouds, the Baskerville-Hall turrets perched over the trees.",0.0
70,List doszedł rąk baroneta i był pierwsza zapowiedzią niebezpieczeństwa.,"With characteristic promptness and audacity he set about this at once, and we cannot doubt that the boots or chamber-maid of the hotel was well bribed to help him in his design.",The letter came to the hands of the baronet and was the first foreshadowing of danger.,0.0
71,-- Doktor Mortimer mieszkał już tam zapewne?,"""But Dr. Mortimer was no doubt already stopping there?""","Dr. Mortimer lived there, probably?",0.0
72,"Posłaliśmy po Niemca, ale twierdził, że o niczem nie wie i nie umiał wyjaśnić tego dziwnego zdarzenia.","""In that case the waiter must have placed it there while we were lunching.""","We sent for a German man, but he claimed he knew nothing and could not explain this strange occurrence.",0.0
73,-- Czy pani zapamiętała daty swoich listów?,"""Have you the dates of those letters?""",- Did you remember the dates of your letters?,0.0
74,"Choć jeszcze młody wiekiem, był już przygarbiony; na jego twarzy malowała się dobra wola względem ludzi.","Though young, his long back was already bowed, and he walked with a forward thrust of his head and a general air of peering benevolence.","Though still young in age, he was already slouched; good will to people was painted on his face.",0.0
75,Po za nim stała kobieta; pomagała mu wyjmować kuferki.,She came out and helped the man to hand down our bags.,A woman stood behind him; she helped him take out the pint.,0.0
76,"Był tak wystraszony, że świeca podskakiwała mu w ręku. -- Przyszedłem zobaczyć, czy okno zamknięte...","His agitation was so great that he could hardly speak, and the shadows sprang up and down from the shaking of his candle.",He was so scared that the candle was jumping up in his hand. — I came to see if the window closed...,0.0
77,"Moja żona i ja będziemy starali się dogadzać jaśnie panu, dopóki nie znajdzie nowej służby.","My wife and I will be happy, Sir Henry, to stay with you until you have made your fresh arrangements, but you will understand that under the new conditions this house will require a considerable staff.""",My wife and I will try to get along clearly with you until he finds a new service.,0.139
78,"Zostałem z nim przez cały wieczór i wtedy, tłómacząc swe wzburzenie, opowiedział mi całą tę historyę.","I stayed with him all the evening, and it was on that occasion, to explain the emotion which he had shown, that he confided to my keeping that narrative which I read to you when first I came.","I stayed with him all evening, and then, in his excitement, he told me the whole story.",0.111
79,"Ale teraz, gdy jaśnie pan okazał nam tyle dobroci, uważam sobie za obowiązek wyznać to jaśnie panu.","But now you have been kind to us, and I feel as if it would be treating you unfairly not to tell you all that I know about the matter.""","But now that you have clearly shown us so much kindness, I consider it a duty to confess this clearly to you.",0.0
80,"Wstał i wszedł do jaskini. -- Ha! widzę, że Cartwright przyniósł mi prowianty...","He rose and peeped into the hut. ""Ha, I see that Cartwright has brought up some supplies.",He got up and went into the cave. — Ha! I see Cartwright brought me the provals...,0.0
81,"-- Kogo ja widzę! -- rzekł. -- Jeśli mnie oczy nie mylą, doktor Watson. Nie spodziewałem się spotkać pana tutaj...","A figure was approaching us over the moor, and I saw the dull red glow of a cigar.","- Who do I see! “He said. “If my eyes don't mistake, Dr. Watson. I didn't expect to meet you here...",0.0
82,"Zbliżywszy się, spostrzegłem dwa kamienie, stojące prostopadle; jeden leżał na nich poziomo.",But there were ample signs that I had not come upon a false scent. This was certainly where the man lived.,"Having approached, I saw two stones, standing perpendicular; one lay horizontally on them.",0.0
83,-- Jego żona! -- szeptała. -- Jego żona!,"""His wife!"" she said again. ""His wife!",- His wife! - She whispered. — His wife!,0.0
84,"-- Nasza sprawa zaczyna się zaokrąglać -- mówił Holmes, gdy w parę minut potem staliśmy na dworcu, oczekując londyńskiego pociągu. -- Jest to najdziwniejsza zbrodnia, jaka się zdarzyła w naszem stuleciu.","""Our case becomes rounded off, and difficulty after difficulty thins away in front of us,"" said Holmes as we stood waiting for the arrival of the express from town. ""I shall soon be in the position of being able to put into a single connected narrative one of the most singular and sensational crimes of modern times.","“Our case is starting to round,” Holmes said, as we stood at the train station a few minutes afterwards, expecting a London train. “This is the strangest crime that has happened in our century.",0.0
85,"Jednego tylko obawiam się, a mianowicie, żeby on nie wykonał swego zamiaru, zanim będziemy gotowi do walki.",There is but one danger which can threaten us. It is that he should strike before we are ready to do so.,"One thing I am afraid, namely, is that he will not carry out his intention before we are ready to fight.",0.223
86,"Jeżeli będę zmuszony wezwać pomocy policyi, wtedy dopiero przekonasz się pani, jak dalece jesteś skompromitowaną.",If I have to call in the aid of the police you will find how seriously you are compromised.,"If I'm forced to call police help, then you'll only find out how far you're compromised.",0.0
87,"Zapewne mógł był wyjść na spacer, ale nie w taką noc, ciemną, wilgotną.","We can understand his taking an evening stroll, but the ground was damp and the night inclement.","He probably could have gone out for a walk, but not on a night like this, dark, damp.",0.0
88,"-- Przypuszczam jednak, że pragniesz pan zasięgnąć mojej rady w sprawie aktualniejszej i bardziej realnej -- rzekł Holmes.","""But I understand that it is something more modern and practical upon which you wish to consult me?""","“However, I suppose you wish to seek my advice on a more current and more real issue,” Holmes said.",0.0
89,"Podczas gdym ja śledził Stapletona, on śledził ciebie, tak, że wiedziałem o każdym twoim kroku.","When I was watching Stapleton, Cartwright was frequently watching you, so that I was able to keep my hand upon all the strings.","While I was following Stapleton, he was following you, so that I knew about your every step.",0.132
90,"Stanęliśmy opodal i czekaliśmy półtory godziny. Potem ci gentlemanowie przeszli mimo nas, mój pan kazał mi jechać powoli przez Baker-Street, a potem przez Regent Street, do połowy.","Then my gentleman threw up the trap, and he cried that I should drive right away to Waterloo Station as hard as I could go. I whipped up the mare and we were there under the ten minutes.","We stood around and waited for hours and hours and hours. Then these gentlemen passed in spite of us, my master told me to drive slowly through Baker-Street and then through Regent Street, halfway through.",0.0
91,"Czasami zastanawiam się, czy jej nie trapią wyrzuty sumienia, a chwilami posądzam Barrymora, iż jest tyranem.","Sometimes I wonder if she has a guilty memory which haunts her, and sometimes I suspect Barrymore of being a domestic tyrant.","Sometimes I wonder if she's out of remorse, and at times I think Barrymor that he's a bully.",0.129
92,"Kochany Holmes! Pozostawiłem cię wprawdzie długo bez wiadomości, za to dziś pragnę cię odszkodować.","MY DEAR HOLMES,--If I was compelled to leave you without much news during the early days of my mission you must acknowledge that I am making up for lost time, and that events are now crowding thick and fast upon us.","Dear Holmes! I have left you a long time without a message, for that today I want to compensate you.",0.0
93,"-- Dlaczego pan nie chce zrozumieć, że ta przestroga ma pańskie dobro na względzie?","""Man, man!"" she cried. ""Can you not tell when a warning is for your own good?",Why don't you want to understand that this cautionary tale has your good for your sake?,0.0
94,"Jednak szkoda, że nie zdołaliśmy go sami schwytać.",He had not seen this lonely man upon the tor and could not feel the thrill which his strange presence and his commanding attitude had given to me.,"However, it's a shame that we couldn't capture him ourselves.",0.0
95,"Łatwiej mu było umknąć na Regent-Street, niż na tej otwartej równinie.",And I've closed the wood where the Fernworthy folk used to picnic.,It was easier for him to elude Regent-Street than in this open plain.,0.0
96,"W świetle promieni słonecznych, ślizgających się po starych zbrojach, sala jadalna wydała nam się weselszą, gdyśmy zasiedli do śniadania.","As Sir Henry and I sat at breakfast the sunlight flooded in through the high mullioned windows, throwing watery patches of colour from the coats of arms which covered them. The dark panelling glowed like bronze in the golden rays, and it was hard to realize that this was indeed the chamber which had struck such a gloom into our souls upon the evening before.","In the light of the sun's rays, slithering over old armour, the dining room appeared to be a merrier one for breakfast.",0.0
97,"Usta jej poruszyły się bezdźwięcznie, wyszeptała „nie” tak cicho, że domyśliłem się raczej, niż usłyszałem to słowo.","Her dry lips could not speak the ""No"" which I saw rather than heard.","Her mouth moved voicelessly, she whispered “no” so quietly that I guessed rather than heard that word.",0.0
98,-- Wielu już przypłaciło życiem taką chętkę.,"""You would naturally think so and the thought has cost several their lives before now.",- Many have already paid their lives to such a willingness.,0.0
99,"Na płaskim, wygrążonym kamieniu, który zapewne służył przedhistorycznemu człowiekowi za łoże, była kołdra, zawinięta w pled, na ziemi pozostał jeszcze popiół od zagaszonego ogniska, obok były rondelki i blaszana konewka z wodą, w drugim rogu dostrzegłem butelkę z _ginem_.","Beside it lay some cooking utensils and a bucket half-full of water. A litter of empty tins showed that the place had been occupied for some time, and I saw, as my eyes became accustomed to the checkered light, a pannikin and a half-full bottle of spirits standing in the corner.","On a flat, winded stone, which arguably served the prehistoric man for the bed, was a quilt, wrapped in plaid, on the ground there was still ash left from the covered bonfire, next to there were saucepans and a tin watering can of water, in the other corner I spotted a bottle with _ginem_.",0.0
100,"Jest doktor Mortimer, ale ten wydaje mi się zupełnie uczciwym; jest jego żona, o której nic nie wiemy.","There is our friend Dr. Mortimer, whom I believe to be entirely honest, and there is his wife, of whom we know nothing.","There's Dr. Mortimer, but this one seems perfectly fair to me; there's his wife we know nothing about.",0.0
101,"„W ciągu ostatnich paru miesięcy spostrzegłem, że system nerwowy sir Karola był nadwerężony.","""Within the last few months it became increasingly plain to me that Sir Charles's nervous system was strained to the breaking point.",“In the last few months I've seen that Sir Charles's nervous system has been overstressed.,0.271
102,"I tak, naprzykład, twierdzisz, że laska jest darem jakiegoś prowincyonalnego klubu myśliwskiego. Ja przypuszczam, że ofiarowali ją lekarzowi pensyonarze szpitala Charing Cross (C. C. H.).","I would suggest, for example, that a presentation to a doctor is more likely to come from a hospital than from a hunt, and that when the initials 'C.C.' are placed before that hospital the words 'Charing Cross' very naturally suggest themselves.""","And yes, for example, you claim that the chick is the gift of some provincial hunting club. I suppose they donated it to the doctor pensyonary of Charing Cross Hospital (C. C. H.).",0.0
