,Sentences_from,Sentences_to,Translated_sentences,BLEU
33,Zgłasza błąd programu wskazanego kliknięciem w okno docelowe,Click a window as a target for filing a problem report.,Reports an error in the program indicated by clicking on the target window,0.0
34,Wyświetla ponownie wyśledzone ślady stosu i pyta o potwierdzenie przez wysłaniem ich do bazy błędów.,Display retraced stack traces and ask for confirmation before sending them to the crash database.,Redisplays the traced stack traces and asks for confirmation before sending them to the error database.,0.471
35,Aplet powiadomień poczty Gmail dla KDE,A Gmail notifier applet for KDE,Gmail notification applet for KDE,0.0
36,"%s: analiza wiersza ""%s"" nie powiodła się",%s: Unable to parse input line '%s',%s: failed to parse line '%s',0.0
37,Aplikacja do wyświetlania informacji o oknach i środowisku graficznym,A window information utility for X,Application for displaying information about windows and the graphical environment,0.0
38,Należy umieścić damę kier obok waleta kier.,Place the queen of hearts next to the jack of hearts.,Place the Queen of hearts next to the Jack of hearts.,1.0
39,"Przykładowe zgłoszenie zawiera informacje o pojemności dysku komputera, podłączonych urządzeniach czy ilości aktualnie uruchomionych programów.","This includes things like how many programs are running, how much disk space the computer has, and what devices are connected.","An example notification contains information about the capacity of the computer's disk, connected devices or the number of currently running programs.",0.0
40,Łączy aplikacje audio i MIDI w jedną sesję dźwiękową,Connect audio and MIDI applications together and manage audio sessions,Combines audio and MIDI applications into one audio session,0.278
41,Uniwersalny odtwarzacz filmów i piosenek karaoke,Universal karaoke songs and movies player,Universal karaoke video and song player,0.0
42,"Roztop górę lodową na małe kawałki, aby uwięzić pingwiny!","Melt an iceberg into small pieces, in order to trap the penguins",Melt the iceberg into small pieces to trap the penguins!,0.437
43,Przeglądaj system plików z menedżerem plików,Browse the filesystem with the file manager,Browse the file system with the file manager,0.424
44,Program do tworzenia diagramów TikZ (z pakietu LaTeX pgf),Program for creating TikZ (from the LaTeX pgf package) diagrams,Program to create TikZ diagrams (from LaTeX pgf package),0.0
45,Wieloplatformowy interfejs dla skanera bezpieczeństwa Nmap,A cross-platform GUI for the Nmap Security Scanner.,Multi-platform interface for Nmap security scanner,0.0
46,"Analiza filogenezy oraz dopasowań sekwencji DNA, RNA, białek, peptydów i nukleotydów",Global multiple nucleotide or peptide sequence alignment and phylogenetic analysis,"Analysis of phylogeny and sequence matches of DNA, RNA, proteins, peptides and nucleotides",0.0
47,"Rozwijany emulator terminala, bazujący na technologii konsoli KDE",A drop-down terminal emulator based on KDE Konsole technology.,"Developed terminal emulator, based on KDE console technology",0.467
48,Interfejs graficzny do zarządzania aplikacjami Screenlets,A graphical tool to manage your Screenlets.,Graphical interface for managing Screenlets applications,0.0
49,Zostań dowódcą łodzi podwodnej w środowisku głębokiego oceanu,Command a submarine in a deep ocean environment,Become a submarine commander in a deep ocean environment,0.525
50,"Trzymaj w ryzach zadania, zasoby i koszty swoich projektów","Handle the tasks, resources, and cost of your projects","Keep tasks, resources and costs of your projects in check",0.0
51,Aplikacja do testowania wszystkich funkcji guiqwt.,you can use this applications to test all guiqwt features.,Application to test all guiqwt functions.,0.263
52,"Przeglądarka biosygnałów EEG, EMG i ECG. http://sigviewer.sf.net","Viewer for biosignals such as EEG, EMG, and ECG. http://sigviewer.sf.net","Viewer of EEG, EMG and ECG biosignals. http://sigviewer.sf.net",0.302
53,Mission Pack 2 dla klasycznej strzelanki FPS,Mission Pack 2 for the classic first person shooter,Mission Pack 2 for the classic FPS shooter,0.61
54,Podłączenie do maszyn zdalnych z użyciem Secure Shell,Connect to a remote computer using Secure Shell,Connecting to remote machines using Secure Shell,0.0
55,"Ścieżka do pliku z danymi uwierzytelnienia bazy danych problemów. Opcja używana podczas podawania identyfikatora problemu w celu przesłania ponownie prześledzonego śladu stosu (tylko jeśli nie użyto -g, -o, oraz -s)","Path to a file with the crash database authentication information. This is used when specifying a crash ID to upload the retraced stack traces (only if neither -g, -o, nor -s are specified)","Path to the problem database authentication file. Option used when specifying the problem ID to resubmit the traced stack trace (only if -g, -o, and -s are not used)",0.0
56,Menedżer LAN z powłoką do zdalnego wykonywania poleceń,Remote shell command executor and LAN manager,LAN manager with shell for remote command execution,0.0
57,Synchronizacja plików pomiędzy wieloma komputerami z systemem kontroli wersji (domyślnie z Git),Synchronize and version your files across multiple computers with distributed version control (by default with Git),Synchronize files between multiple computers with version control system (with Git by default),0.0
58,"-d, --default wyświetlenie domyślnej listy kontroli dostępu","-d, --default display the default access control list","-d, --default to display the default access control list",0.675
59,"-m, --modify=acl zmiana aktualnego(ych) ACL(-i) pliku(ów) -M, --modify-file=plik odczyt z pliku pozycji ACL do zmodyfikowania -x, --remove=acl usunięcie wpisów z ACL(-i) pliku(ów) -X, --remove-file=plik odczyt z pliku pozycji ACL do usunięcia -b, --remove-all usunięcie wszystkich rozszerzonych pozycji ACL -k, --remove-default usunięcie domyślnego ACL","-m, --modify=acl modify the current ACL(s) of file(s) -M, --modify-file=file read ACL entries to modify from file -x, --remove=acl remove entries from the ACL(s) of file(s) -X, --remove-file=file read ACL entries to remove from file -b, --remove-all remove all extended ACL entries -k, --remove-default remove the default ACL","-m, --modify=acl changing the current ACL(s) of the file(s) -M, --modify-file=file reading from the file the ACL entries to modify -x, --remove=acl removing entries from the ACL(s) of the file(s) -X, --remove-file=file reading from the file the ACL entries to remove -b, --remove-all removing all extended ACL entries -k, --remove-default removing the default ACL",0.371
60,Dodaje dodatkową etykietę do zgłoszenia. Można użyć kilkukrotnie.,Add an extra tag to the report. Can be specified multiple times.,Adds an additional label to the submission. Can be used multiple times.,0.0
61,%s: nie można odczytać domyślnego ACL dla '%s': %s,%s: cannot get default ACL on '%s': %s,%s: unable to read default ACL for '%s': %s,0.0
62,Interfejs graficzny Qt dla GNU Octave,Graphical Qt frontend for GNU Octave,Qt GUI for GNU Octave,0.0
63,Wersja profilu nie jest obsługiwana przez moduł Apparmor,Profile version not supported by Apparmor module,Profile version is not supported by the Apparmor module,0.0
64,Demontaż stosu kafli poprzez usuwanie pasujących par,Disassemble a pile of tiles by removing matching pairs,Dismantling a tile stack by removing matching pairs,0.316
65,Procesor czasu rzeczywistego audio bazujący na manipulacji spektrum częstotliwości,Realtime audio processor based on frequency spectral manipulation,Real-time audio processor based on frequency spectrum manipulation,0.707
66,%s: przydzielenie pamięci dla punktu montowania bazy poddomeny nie powiodło się,%s: Could not allocate memory for subdomainbase mount point,%s: memory allocation for subdomain base mount point failed,0.0
67,"Administracja serwerem plików, drukowania oraz domen SAMBA","SAMBA file, print and domain server administration","Administration of SAMBA file, print and domain servers",0.558
68,Niewielki menedżer plików dla X Window,A lightweight file manager for X Window,A small file manager for X Window,0.643
69,Należy przenieść ~a na siódemkę trefl.,Move ~a onto the seven of clubs.,You should move ~a to the seven of clubs.,0.367
70,Błąd w profilu %s. Wczytanie nie powiodło się.,"ERROR in profile %s, failed to load",Error in profile %s. Load failed.,0.455
71,Program transferu danych dla Sony HiMD Walkman,Transfer software for Sony HiMD Walkman,Data transfer program for Sony HiMD Walkman,0.455
72,Odtwórz i sprawdź ślady generowane przez apitrace,Play back and inspect traces generated by apitrace,Play and check the tracks generated by apitrace,0.0
73,Analizator danych statystycznych - darmowa alternatywa dla SPSS,Analyze statistical data with a free alternative to SPSS,Statistical Data Analyzer - the free alternative to SPSS,0.355
74,Zagraj w oryginalną gre Quake III Arena,Play the original Quake III Arena,Play the original Quake III Arena,1.0
75,Należy przenieść ~a na puste dolne miejsce.,Move ~a onto an empty bottom slot.,Move ~a to the empty bottom space.,0.0
76,Edytor tagów MP3 i Ogg Vorbis,MP3 and Ogg Vorbis tag editor,MP3 and Ogg Vorbis tag editor,1.0
77,Należy przenieść ~a na ósemkę trefl.,Move ~a onto the eight of clubs.,You should move ~a to the eight of clubs.,0.367
78,Dwuwymiarowa gra w stylu kultowych platformówek,A 2D platform game with style similar to classic sidescroller games,Two-dimensional game in the style of cult platformers,0.0
79,Profesjonalne zarządzanie fotografiami dzięki potędze otwartego oprogramowania,Manage your photographs like a professional with the power of open source,Professional photo management through the power of open source software,0.332
80,Należy przenieść ~a na siódemkę karo.,Move ~a onto the seven of diamonds.,Move ~a to the seven of diamonds.,0.489
81,Konfiguracja obsługi wielu języków w systemie,Configure multiple and native language support on your system,Configuring multiple languages in the system,0.0
82,Interfejs graficzny dla narzędzi do zarządzania dyskami,Configure LVM in a graphical setting,Graphical interface for disk management tools,0.0
83,Zobacz wszystkie znaki czcionek we wszystkich rozmiarach.,View all characters of font in all sizes.,See all font characters in all sizes.,0.0
84,Graj w gry z Sega Master System i Game Gear,Play Sega Master System and Game Gear games,Play games from the Sega Master System and Game Gear,0.569
85,Chińska gra GO. Graj z drugim graczem lub komputerem,Play Go against human or computer opponents,Chinese GO Game. Play with another player or computer,0.0
86,Wyświetla i modyfikuje atrybuty ACL oraz użytkownika plików lub folderów,View or change ACL and User Extended Attributes on files and directories,Displays and modifies ACL and user attributes of files or folders,0.0
87,"Pozwala na tworzenie płyt video CD i DVD, które można później odtwarzać w domowych odtwarzaczach DVD","Allows to create video CDs and DVDs, suitable to be reproduced in home DVD players",Allows you to create video CDs and DVDs that can later be played on home DVD players,0.379
88,"Gra typu puzzle, oparta na sześciokątnych elementach",Puzzle game based on hexagonal tiles,A puzzle game based on hexagonal pieces,0.643
89,Interfejs graficzny umożliwiający bezproblemowe zapisywanie obrazów skanowanych obiektów w formacie PDF,A GUI to aid the scan-to-PDF process,Graphical interface for effortless saving of scanned object images in PDF format,0.0
90,Program do powolnej obsługi alfabetu Morse'a (CW QRSS) na dwóch częstotliwościach (DFCW),slow CW (QRSS) / dual-frequency CW (DFCW),Program for slow Morse code (CW QRSS) on two frequencies (DFCW),0.0
91,Chinese Input Method (Use Light weight UI),Chinese Input Method (Use Light weight UI),Chinese Input Method (Use Light weight UI),1.0
92,Dwuwymiarowa wojna czołgów dla kilku graczy z dzielonym ekranem,fast 2D tank arcade game with multiplayer and split-screen modes,Two-dimensional multiplayer tank war with split screen,0.0
93,Powiadamianie o nowych wiadomościach poczty e-mail,Gnubiff is a mail notification program.,Notification of new e-mails,0.0
94,Zarządzanie harmonogramem nagrań oraz przegląd EPG stacji telewizyjnych,Schedule recordings and browse program guide,Schedule management and TV station EPG overview,0.0
95,Pokazuje status instancji EC2 uruchomionych na określonym koncie.,Shows Status of EC2 instances running on given account.,Shows the status of EC2 instances running on the specified account.,0.505
96,%s: wewnętrzne przepełnienie bufora; przekroczono %d znaków,"%s: Internal buffer overflow detected, %d characters exceeded",%s: internal buffer overflow; %d characters exceeded,0.5
97,Optymalizacja prawdopodobieństwa znalezienia sex partnera na stronach randkowych,Optimize your probabilities to have sex on dating websites,Optimizing the probability of finding a sex partner on dating sites,0.0
98,Dodanie informacji o czasie do logów dla operacji trybu wsadowego (batch operation),"Prepend timestamps to log messages, for batch operation",Add time information to logs for batch operation,0.0
99,Błąd alokacji pamięci: Nie można usunąć ^%s,Memory Allocation Error: Unable to remove ^%s,Memory allocation error: Unable to delete ^%s,0.643
100,Należy przenieść ~a na puste miejsce rezerwy.,Move ~a onto an empty reserve slot.,Move ~a to the empty reserve space.,0.0
101,Konfiguracja i zarządzenie kontem Ubuntu One,Configure and manage your Ubuntu One account,Configuring and managing your Ubuntu One account,0.435
102,Tworzy kopie zapasowe oraz synchronizuje dane,Backup & sync your data with the power of rsync,Backs up and synchronizes data,0.0
103,"Klon gry ""Nebulus"", znanej ze starych 8 i 16 bitowych komputerów",A clone of the 'Nebulus' game on old 8 and 16 bit machines.,"Clone of the game ""Nebulus"", known from old 8 and 16 bit computers",0.409
104,Należy przenieść ~a na damę pik.,Move ~a onto the queen of spades.,You should move ~a to the queen of spades.,0.367
105,"Ten błąd został już zgłoszony w raporcie wyświetlonym w przeglądarce internetowej. Proszę sprawdzić, czy można dodać jakiekolwiek dalsze informacje, które mogą być pomocne twórcom programu.",This problem was already reported in the bug report displayed in the web browser. Please check if you can add any further information that might be helpful for the developers.,This error has already been reported in the report displayed in your web browser. Please see if you can add any further information that may be helpful to the developers.,0.392
106,Prosta aplikacja do komunikacji przez podczerwień (port IrDA),A simple OBEX file transfer applet,Simple application for communication via infrared (IrDA port),0.0
107,Odtwarzacz wideo z funkcją synchronizacji gniazda Jack oraz MIDI,A simple video player that gets sync from jack transport.,Video player with synchronization function of jack and MIDI sockets,0.0
108,Łap złych przeciwników w bańki i eliminuj ich. Opcja gry dla wielu zawodników z obsługą sieci.,Kill evil enemies by catching them into bubbles and smashing those,Catch bad opponents in bubbles and eliminate them. Multi-player option with network support.,0.0
109,Należy przenieść ~a na piątkę trefl.,Move ~a onto the five of clubs.,You should move ~a to the five of clubs.,0.367
110,Zarządzanie i konfiguracja JACK i ladish,Manage and configure JACK and ladish,Management and configuration of JACK and Ladish,0.0
111,"Aplikacja dla radioamatorów, zapisująca dane QSO dla LoTW",Sign QSO data for upload to LoTW,"Application for radio amateurs, recording QSO data for LoTW",0.0
112,Błąd: katalog bazowy %s nie jest katalogiem. Pominięto.,"Error: basedir %s is not a directory, skipping.",Error: base directory %s is not a directory. Omitted.,0.478
113,Wyświetla analogowe dane wyjścia układów elektronicznych np. programu Spice,A waveform viewer eg for spice simulators,Displays analog output data of electronic circuits e.g. Spice program,0.0
114,Zestaw narzędzi graficznych do tworzenia i zarządzania bazami danych,A graphical toolkit for database administration and development,A set of graphical tools for creating and managing databases,0.0
115,Symulator różnych typów liczydeł (wersja Motif),simulation of the ancient calculator (Motif version),Simulator of different types of abacus (Motif version),0.0
116,Narzędzie do teorii grafów dla profesorów i studentów,Graph Theory Tool for Professors and Students.,A graph theory tool for professors and students,0.867
117,Należy przenieść ~a na siódemkę kier.,Move ~a onto the seven of hearts.,Move ~a to direction seven.,0.0
118,Narzędzie do śledzenia cykli menstruacyjnych i przewidywania okresów płodności,Utility for tracking menstrual cycles and predicting fertility periods,A tool to track menstrual cycles and predict fertile periods,0.0
119,Zanim przejdziesz przez ulicę rozejrzyj się na obie strony,Look both ways before you cross the street,Look both ways before you cross the street,1.0
120,Interfejs graficzny dla serwera muzyki Ampache,Stand alone front end for Ampache.,Graphical interface for Ampache music server,0.0
121,Twórz interaktywne aplety i konstrukcje matematyczne,Create interactive mathematical constructions and applets.,Create interactive applets and mathematical constructions,0.0
122,%s: nie można odczytać domyślnego tekstu ACL dla '%s': %s,%s: cannot get default ACL text on '%s': %s,%s: unable to read default ACL text for '%s': %s,0.0
123,Konfiguracja IcedTea Web (javaws orz plugin),Configure IcedTea Web (javaws and plugin),IcedTea Web Configuration (javaws and plugin),0.0
124,Należy przenieść ~a na czwórkę trefl.,Move ~a onto the four of clubs.,Move ~a to the four of clubs.,0.489
125,Symuluje proces prześwietlania promieniami rentgenowskimi za pomocą tomografu komputerowego,Simulate the process of X-ray Computed Tomography,Simulates the X-ray process using a CT scanner,0.0
126,Pięknie i profesjonalnie łączy zdjęcia z Twojej kolekcji,Create beautiful and professional photo layouts from your photos,Beautifully and professionally blends the photos in your collection,0.0
127,Należy umieścić damę karo obok waleta karo.,Place the queen of diamonds next to the jack of diamonds.,Place the Queen of diamonds next to the Jack of diamonds.,1.0
128,%s: %s w linii %d pliku %s,%s: %s in line %d of file %s,%s: %s on line %d of file %s,0.595
129,Dodaje tekst i komentarze do dokumentów PDF oraz PostScript,Add text and annotations to PDF and PostScript documents,Adds text and comments to PDF and PostScript documents,0.513
130,"Dwuwymiarowa, strategiczna symulacja czasu rzeczywistego, skupiająca się na ekonomii i budowie budynków",A 2D real time strategy simulation with an emphasis on economy and city building,"Two-dimensional, real-time strategy simulation with a focus on economics and building construction",0.0
131,Sprawdź i porównaj zainstalowane profile kolorów,Inspect and compare installed color profiles,Check and compare installed color profiles,0.76
132,Odnajdywanie energii linii spektralnych promieniowania X,Find the energy of X-ray spectral lines,Finding the energy of X-ray spectral lines,0.809
133,Pobiera i uruchamia obraz ISO Ubuntu w maszynie wirtualnej,Download and run an Ubuntu ISO in a Virtual Machine,Downloads and runs the Ubuntu ISO image in a virtual machine,0.294
134,"Twórz notatki, łącz pomysły, zorganizuj swoje życie!","Take notes, link ideas, and stay organized","Create notes, combine ideas, organize your life!",0.0
135,"Bazująca na libavg multidotykowa adaptacja popularnej gry Planarity, aka Untangle","A libavg based multitouch adaption of the popular game Planarity, aka Untangle","A libavg-based multi-touch adaptation of the popular game Planarity, aka Untangle",0.549
136,Nie można ustawić n-cykli %u do odtwarzania: %s,Unable to set nperiods %u for playback: %s,Cannot set n-cycles %u to play: %s,0.0
137,Uruchamia klienta Wicd bez ikony w obszarze powiadamiania,Start the Wicd client without system tray icon,Starts the Wicd client without an icon in the notification area,0.251
138,Uruchomienie serwera LTSP z Live CD,Starts an LTSP server from the live CD,Running the LTSP server from the Live CD,0.68
139,Program wizualizacji kryształów i struktur molekularnych,Crystalline and Molecular Structure Visualisation Program,Visualization program for crystals and molecular structures,0.0
140,Odtwarzanie pliku Creative Labs Channel '%s'...,Playing Creative Labs Channel file '%s'...,Playing Creative Labs Channel '%s' file...,0.562
141,Należy umieścić damę pik obok waleta pik.,Place the queen of spades next to the jack of spades.,Place the queen of spades next to the jack of spades.,1.0
142,"Konwersja plików audio, ripowanie CD, narzędzie ReplayGain","Audio file converter, CD ripper and Replay Gain tool","Audio file conversion, CD ripping, ReplayGain utility",0.0
143,Usuwa zrzut pamięci ze zgłoszenia po regeneracji śladu stosu.,Remove the core dump from the report after stack trace regeneration,Removes the memory dump from the request after regenerating the stack trace.,0.0
144,Program do tworzenia i edycji projektów układów elektronicznych za pomocą xgsch2pcb,Create and edit electronics projects with xgsch2pcb,Program to create and edit electronic circuit designs with xgsch2pcb,0.0
145,Zagraj w Go w trybie online i z komputerem. Przeglądaj i edytuj pliki SGF,"Play Go online and against computer, view and edit SGF files",Play Go online and with your computer. View and edit SGF files,0.641
146,Zapis zrzutów ekranu w postaci pojedyńczych zdjęć lub filmu,Record a video or take a screenshot of your screen,Save screenshots as single images or video,0.0
147,Notatnik z segregowaniem hierarchicznym do zapisywania notatek i pomysłów,hierarchical notebook to enter and manage notes and ideas,Notebook with hierarchical filing for jotting down notes and ideas,0.0
148,"Tryb nieprawidłowy, w regułach zabraniających znacznik ""x"" nie może być poprzedzony znacznikiem wykonania ""i"", ""p"" lub ""u""","Invalid mode, in deny rules 'x' must not be preceded by exec qualifier 'i', 'p', or 'u'","Invalid mode, in forbidden rules, the ""x"" tag must not be preceded by the execution tag ""i"", ""p"" or ""u""",0.374
149,Graficzny interfejs użytkownika dla zestawu mCRL2,Graphical front end for mCRL2 toolset,Graphical user interface for the mCRL2 kit,0.0
150,"Pokaż wskaźnik Gnome - menu główne, klasyczne",Indicator applet to show the Gnome Classic main menu,"Show Gnome indicator - Main menu, classic",0.0
151,"Brak wystarczającej ilości wolnego miejsca na dysku, aby przetworzyć to zgłoszenie.",There is not enough disk space available to process this report.,Not enough free disk space to process this request.,0.0
152,"Przepraszamy, wystąpił błąd podczas instalowania oprogramowania.","Sorry, a problem occurred while installing software.","Sorry, an error occurred while installing your software.",0.0
153,"Narzędzie dla nauczycieli pozwalające między innymi, na kontrolę komputerów uczniów",Teacher tool to control classroom computers,"A tool for teachers to, among other things, control their students' computers",0.0
154,Proste lecz solidne narzędzie do nagrywania dźwięku,Simple but solid audio recording tool,A simple but robust audio recording tool,0.0
155,Pełne wsparcie dla Funcube Dongle API firmware 18f lub późniejszych,full support for the Funcube Dongle API available with firmware 18f or later,Full support for Funcube Dongle API firmware 18f or later,0.357
156,Określa program w trybie zgłaszania błędu. Dodaje do zgłoszenia większą ilość informacji (pid jest podany jako jedyny parametr).,"Specify a running program in --file-bug mode. If this is specified, the bug report will contain more information. (Implied if pid is given as only argument.)",Specifies the program in error reporting mode. Adds more information to the report (pid is given as the only parameter).,0.135
157,Wznawianie zawiesiło się bardzo blisko końca tego procesu i wygląda na ukończony poprawnie.,The resume processing hung very near the end and will have appeared to have completed normally.,The resume hung very close to the end of this process and looks to have completed correctly.,0.0
158,Na sześciokątnej sieci dopasuj do siebie spadające bloki,Fit falling blocks together on a hexagonal grid,Match the falling blocks on the hexagonal grid,0.0
159,Pobieranie z sieci Usenet z pomocą plików NZB,Download from the Usenet with the help of NZB files,Downloading from Usenet with the help of NZB files,0.661
160,Odeprzyj przeciwników wypełnieniając ich sieci odpadkami.,Defeat your opponent by filling up their grid up with garbage.,Fend off enemies by filling their nets with waste.,0.0
161,Graficzny kreator Unixa dla elementów pośredniczących (wrapper) z GNUstep,Graphically create Unix application wrappers for GNUstep,Unix Graphical Designer for wrappers from GNUstep,0.0
162,Zapis C# w interaktywnym shellu oraz wstrzykiwanie Twojego kodu do działających procesów,"Write C# in an interactive shell, and inject your code into running Mono processes",Writing C# in an interactive shell and injecting your code into running processes,0.545
163,Opaski uciskowej należy używać wyłącznie w ostateczności,Tourniquets are not recommended unless in the direst emergency,A tourniquet should only be used as a last resort,0.0
164,Tworzenie i edycja napisów do filmów i nagrań wideo.,Create and edit subtitles for film and videos.,Create and edit subtitles for movies and videos.,0.595
165,Odbiornik audio sygnału IQ częstotliwości pośredniej,Audio IQ signal intermediate frequency receiver,Audio receiver for intermediate frequency IQ signal,0.0
166,"Pozwala na błyskawiczne uruchamianie programów, odnajdywanie muzyki, kontaktów i wielu innych zawartości komputera","Do things as quickly as possible (but no quicker) with your files, bookmarks, applications, music, contacts, and more!","Allows you to instantly launch programs, find music, contacts and much more on your computer",0.0
167,"Zegary dla różnych stref czasowych oraz alarmy, stoper i czasomierz","Clocks for world times, plus alarms, stopwatch and a timer","Timers for different time zones plus alarms, stopwatch and timer",0.291
168,Dostęp do historii połączeń i książki telefonicznej Fritz!Box. Aplikacja powiadamia o połączeniach przychodzących i wychodzących,Access call history and phone book of your Fritz!Box and get notifications on incoming and outgoing calls.,Access to the call history and phone book of the Fritz!Box. The application notifies you of incoming and outgoing calls,0.376
169,DXX-Rebirth port źródłowy gry Descent 2: Counterstrike z 1996...,DXX-Rebirth source port of Descent 2: Counterstrike from 1996...,DXX-Rebirth source port of the 1996 game Descent 2: Counterstrike...,0.399
170,Należy umieścić karty w porządku najbardziej pasującym do obecnego układu.,Aim to place the suits in the order which fits the current layout most naturally.,Place the cards in the order that best fits the current layout.,0.265
171,Należy umieścić trójkę pik obok dwójki pik.,Place the three of spades next to the two of spades.,The three of spades should be placed next to the two of spades.,0.585
172,Interfejs graficzny dla CVS oraz Subversion,A graphical frontend to CVS and Subversion.,Graphical interface for CVS and Subversion,0.0
