,Sentences_from,Sentences_to,Translated_sentences,BLEU
101,Konfiguracja i zarządzenie kontem Ubuntu One,Configure and manage your Ubuntu One account,Ubuntu One Account Setup and Management,0.0
102,Tworzy kopie zapasowe oraz synchronizuje dane,Backup & sync your data with the power of rsync,Backs up and synchronizes data,0.0
103,"Klon gry ""Nebulus"", znanej ze starych 8 i 16 bitowych komputerów",A clone of the 'Nebulus' game on old 8 and 16 bit machines.,"A clone of the game ""Nebulus"", known from old 8 and 16 bit computers",0.472
104,Należy przenieść ~a na damę pik.,Move ~a onto the queen of spades.,It should be transferred ~a to the lady of spades.,0.0
105,"Ten błąd został już zgłoszony w raporcie wyświetlonym w przeglądarce internetowej. Proszę sprawdzić, czy można dodać jakiekolwiek dalsze informacje, które mogą być pomocne twórcom programu.",This problem was already reported in the bug report displayed in the web browser. Please check if you can add any further information that might be helpful for the developers.,This error has already been reported in the report displayed in the web browser. Please check if you can add any further information that may be helpful to the developers of the program.,0.554
106,Prosta aplikacja do komunikacji przez podczerwień (port IrDA),A simple OBEX file transfer applet,Simple application for infrared communication (IrDA port),0.0
107,Odtwarzacz wideo z funkcją synchronizacji gniazda Jack oraz MIDI,A simple video player that gets sync from jack transport.,Video player with Jack and MIDI synchronization,0.0
108,Łap złych przeciwników w bańki i eliminuj ich. Opcja gry dla wielu zawodników z obsługą sieci.,Kill evil enemies by catching them into bubbles and smashing those,Catch evil opponents in bubbles and eliminate them. Multi-player option with network support.,0.0
109,Należy przenieść ~a na piątkę trefl.,Move ~a onto the five of clubs.,Move ~a to the five clubs.,0.0
110,Zarządzanie i konfiguracja JACK i ladish,Manage and configure JACK and ladish,Manage and configure JACK and ladish,1.0
111,"Aplikacja dla radioamatorów, zapisująca dane QSO dla LoTW",Sign QSO data for upload to LoTW,"Application for radio amateurs, recording QSO data for LoTW",0.0
112,Błąd: katalog bazowy %s nie jest katalogiem. Pominięto.,"Error: basedir %s is not a directory, skipping.",Error: The base directory %s is not a directory. Skipped.,0.421
113,Wyświetla analogowe dane wyjścia układów elektronicznych np. programu Spice,A waveform viewer eg for spice simulators,"Displays analog output data for electronic circuits, e.g. Spice",0.0
114,Zestaw narzędzi graficznych do tworzenia i zarządzania bazami danych,A graphical toolkit for database administration and development,A set of graphical tools for creating and managing databases,0.0
115,Symulator różnych typów liczydeł (wersja Motif),simulation of the ancient calculator (Motif version),Simulator of different types of abacus (Motif version),0.0
116,Narzędzie do teorii grafów dla profesorów i studentów,Graph Theory Tool for Professors and Students.,Graph theory tool for professors and students,1.0
117,Należy przenieść ~a na siódemkę kier.,Move ~a onto the seven of hearts.,Move ~a to seven hearts.,0.0
118,Narzędzie do śledzenia cykli menstruacyjnych i przewidywania okresów płodności,Utility for tracking menstrual cycles and predicting fertility periods,Tool to track menstrual cycles and predict fertile periods,0.0
119,Zanim przejdziesz przez ulicę rozejrzyj się na obie strony,Look both ways before you cross the street,"Before you cross the street, look around at both sides",0.438
120,Interfejs graficzny dla serwera muzyki Ampache,Stand alone front end for Ampache.,Graphical interface for Ampache music server,0.0
121,Twórz interaktywne aplety i konstrukcje matematyczne,Create interactive mathematical constructions and applets.,Create interactive applets and mathematical constructs,0.0
122,%s: nie można odczytać domyślnego tekstu ACL dla '%s': %s,%s: cannot get default ACL text on '%s': %s,%s: unable to read the default ACL text for '%s': %s,0.0
123,Konfiguracja IcedTea Web (javaws orz plugin),Configure IcedTea Web (javaws and plugin),Configuration of IcedTea Web (javaws or plugin),0.0
124,Należy przenieść ~a na czwórkę trefl.,Move ~a onto the four of clubs.,Move ~a to four clubs.,0.0
125,Symuluje proces prześwietlania promieniami rentgenowskimi za pomocą tomografu komputerowego,Simulate the process of X-ray Computed Tomography,Simulates X-ray scanning with a CT scan,0.0
126,Pięknie i profesjonalnie łączy zdjęcia z Twojej kolekcji,Create beautiful and professional photo layouts from your photos,Beautifully and professionally combines photos from your collection,0.0
127,Należy umieścić damę karo obok waleta karo.,Place the queen of diamonds next to the jack of diamonds.,It is necessary to place the lady karo next to the jack karo.,0.233
128,%s: %s w linii %d pliku %s,%s: %s in line %d of file %s,%s: %s in the %d line of file %s,0.0
129,Dodaje tekst i komentarze do dokumentów PDF oraz PostScript,Add text and annotations to PDF and PostScript documents,Adds text and comments to PDF and PostScript documents,0.513
130,"Dwuwymiarowa, strategiczna symulacja czasu rzeczywistego, skupiająca się na ekonomii i budowie budynków",A 2D real time strategy simulation with an emphasis on economy and city building,"Two-dimensional, strategic real-time simulation focusing on the economy and construction of buildings",0.0
131,Sprawdź i porównaj zainstalowane profile kolorów,Inspect and compare installed color profiles,Check and compare installed color profiles,0.76
132,Odnajdywanie energii linii spektralnych promieniowania X,Find the energy of X-ray spectral lines,Finding the energy of X-ray spectral lines,0.809
133,Pobiera i uruchamia obraz ISO Ubuntu w maszynie wirtualnej,Download and run an Ubuntu ISO in a Virtual Machine,Downloads and runs ubuntu ISO image in virtual machine,0.0
134,"Twórz notatki, łącz pomysły, zorganizuj swoje życie!","Take notes, link ideas, and stay organized","Take notes, combine ideas, organize your life!",0.0
135,"Bazująca na libavg multidotykowa adaptacja popularnej gry Planarity, aka Untangle","A libavg based multitouch adaption of the popular game Planarity, aka Untangle","Libavg-based multi-touch adaptation of the popular game Planarity, aka Untangle",0.533
136,Nie można ustawić n-cykli %u do odtwarzania: %s,Unable to set nperiods %u for playback: %s,Unable to set n-cycles %u for playback: %s,0.5
137,Uruchamia klienta Wicd bez ikony w obszarze powiadamiania,Start the Wicd client without system tray icon,Starts the Wicd client without an icon in the notification area,0.251
138,Uruchomienie serwera LTSP z Live CD,Starts an LTSP server from the live CD,Starting the LTSP server with Live CD,0.0
139,Program wizualizacji kryształów i struktur molekularnych,Crystalline and Molecular Structure Visualisation Program,Crystal and Molecular Structure Visualization Program,0.0
140,Odtwarzanie pliku Creative Labs Channel '%s'...,Playing Creative Labs Channel file '%s'...,Playing the Creative Labs Channel '%s' file...,0.0
141,Należy umieścić damę pik obok waleta pik.,Place the queen of spades next to the jack of spades.,It is necessary to place the lady of spades next to the jack of spades.,0.516
142,"Konwersja plików audio, ripowanie CD, narzędzie ReplayGain","Audio file converter, CD ripper and Replay Gain tool","Audio File Conversion, CD Ripping, ReplayGain Tool",0.0
143,Usuwa zrzut pamięci ze zgłoszenia po regeneracji śladu stosu.,Remove the core dump from the report after stack trace regeneration,Removes a memory dump from the report after stack trace regeneration.,0.679
144,Program do tworzenia i edycji projektów układów elektronicznych za pomocą xgsch2pcb,Create and edit electronics projects with xgsch2pcb,Program for creating and editing designs of electronic circuits using xgsch2pcb,0.0
145,Zagraj w Go w trybie online i z komputerem. Przeglądaj i edytuj pliki SGF,"Play Go online and against computer, view and edit SGF files",Play Go online and with your computer. View and edit SGF files,0.641
146,Zapis zrzutów ekranu w postaci pojedyńczych zdjęć lub filmu,Record a video or take a screenshot of your screen,Save screenshots as individual photos or video,0.0
147,Notatnik z segregowaniem hierarchicznym do zapisywania notatek i pomysłów,hierarchical notebook to enter and manage notes and ideas,Hierarchical segregation notebook for saving notes and ideas,0.0
148,"Tryb nieprawidłowy, w regułach zabraniających znacznik ""x"" nie może być poprzedzony znacznikiem wykonania ""i"", ""p"" lub ""u""","Invalid mode, in deny rules 'x' must not be preceded by exec qualifier 'i', 'p', or 'u'","Invalid mode, in rules prohibiting the ""x"" tag cannot be preceded by the execution tag ""i"", ""p"" or ""u""",0.246
149,Graficzny interfejs użytkownika dla zestawu mCRL2,Graphical front end for mCRL2 toolset,Graphical user interface for mCRL2,0.0
150,"Pokaż wskaźnik Gnome - menu główne, klasyczne",Indicator applet to show the Gnome Classic main menu,"Show Gnome indicator - main menu, classic",0.0
151,"Brak wystarczającej ilości wolnego miejsca na dysku, aby przetworzyć to zgłoszenie.",There is not enough disk space available to process this report.,There is not enough free disk space to process this request.,0.378
152,"Przepraszamy, wystąpił błąd podczas instalowania oprogramowania.","Sorry, a problem occurred while installing software.","Sorry, there was an error installing the software.",0.0
153,"Narzędzie dla nauczycieli pozwalające między innymi, na kontrolę komputerów uczniów",Teacher tool to control classroom computers,"A tool for teachers that allows, among other things, to control students' computers",0.0
154,Proste lecz solidne narzędzie do nagrywania dźwięku,Simple but solid audio recording tool,A simple but robust audio recording tool,0.0
155,Pełne wsparcie dla Funcube Dongle API firmware 18f lub późniejszych,full support for the Funcube Dongle API available with firmware 18f or later,Full support for Funcube Dongle API firmware 18f or later,0.357
156,Określa program w trybie zgłaszania błędu. Dodaje do zgłoszenia większą ilość informacji (pid jest podany jako jedyny parametr).,"Specify a running program in --file-bug mode. If this is specified, the bug report will contain more information. (Implied if pid is given as only argument.)",Specifies a program in error reporting mode. Adds more information to the request (pid is given as the only parameter).,0.135
157,Wznawianie zawiesiło się bardzo blisko końca tego procesu i wygląda na ukończony poprawnie.,The resume processing hung very near the end and will have appeared to have completed normally.,The resume has frozen very close to the end of this process and looks to have been completed correctly.,0.0
158,Na sześciokątnej sieci dopasuj do siebie spadające bloki,Fit falling blocks together on a hexagonal grid,"On a hexagonal network, match the falling blocks together",0.0
159,Pobieranie z sieci Usenet z pomocą plików NZB,Download from the Usenet with the help of NZB files,Downloading from Usenet with NZB files,0.0
160,Odeprzyj przeciwników wypełnieniając ich sieci odpadkami.,Defeat your opponent by filling up their grid up with garbage.,Reassy your opponents by filling their nets with debris.,0.0
161,Graficzny kreator Unixa dla elementów pośredniczących (wrapper) z GNUstep,Graphically create Unix application wrappers for GNUstep,Graphical Unix wizard for wrappers with GNUstep,0.0
162,Zapis C# w interaktywnym shellu oraz wstrzykiwanie Twojego kodu do działających procesów,"Write C# in an interactive shell, and inject your code into running Mono processes",Saving C# in an interactive shell and injecting your code into running processes,0.545
163,Opaski uciskowej należy używać wyłącznie w ostateczności,Tourniquets are not recommended unless in the direst emergency,The tourniquet should only be used as a last resort,0.0
164,Tworzenie i edycja napisów do filmów i nagrań wideo.,Create and edit subtitles for film and videos.,Create and edit subtitles for movies and videos.,0.595
165,Odbiornik audio sygnału IQ częstotliwości pośredniej,Audio IQ signal intermediate frequency receiver,Intermediate frequency IQ audio receiver,0.0
166,"Pozwala na błyskawiczne uruchamianie programów, odnajdywanie muzyki, kontaktów i wielu innych zawartości komputera","Do things as quickly as possible (but no quicker) with your files, bookmarks, applications, music, contacts, and more!","Allows you to instantly launch programs, find music, contacts and much more on your computer",0.0
167,"Zegary dla różnych stref czasowych oraz alarmy, stoper i czasomierz","Clocks for world times, plus alarms, stopwatch and a timer","Clocks for different time zones and alarms, stopwatch and timer",0.0
168,Dostęp do historii połączeń i książki telefonicznej Fritz!Box. Aplikacja powiadamia o połączeniach przychodzących i wychodzących,Access call history and phone book of your Fritz!Box and get notifications on incoming and outgoing calls.,Access to your call history and phone book Fritz! Box. The application notifies you of incoming and outgoing calls,0.343
169,DXX-Rebirth port źródłowy gry Descent 2: Counterstrike z 1996...,DXX-Rebirth source port of Descent 2: Counterstrike from 1996...,DXX-Rebirth source port of descent 2: Counterstrike from 1996 ...,1.0
170,Należy umieścić karty w porządku najbardziej pasującym do obecnego układu.,Aim to place the suits in the order which fits the current layout most naturally.,Place the cards in the order that best suits your current layout.,0.0
171,Należy umieścić trójkę pik obok dwójki pik.,Place the three of spades next to the two of spades.,Place the three spades next to the two peaks.,0.469
172,Interfejs graficzny dla CVS oraz Subversion,A graphical frontend to CVS and Subversion.,Graphical interface for CVS and Subversion,0.0
