,Sentences_from,Sentences_to,Translated_sentences,BLEU
18,"Zatem podniósł Mojżesz rękę swoję, i uderzył w skałę laską swą dwa kroć, a wyszły wody obfite i piło ono mnóstwo, i bydło ich.","Moses lifted up his hand, and struck the rock with his rod twice: and water came forth abundantly, and the congregation drank, and their livestock.","And Moses lifted up his hand, and smote the rock with his rod two times; and there came forth abundant waters, and the multitude drank, and their cattle.",0.377
19,Na to jeszcze mówiąc do niego Abraham rzekł: A jeźliby się ich tam znalazło czterdzieści? i odpowiedział: Nie uczynię nic dla tych czterdziestu.,"He spoke to him yet again, and said, ""What if there are forty found there?"" He said, ""I will not do it for the forty's sake.""","And Abraham said unto him: What if there were forty of them? And he said, I will do nothing for these forty.",0.153
20,"Wszystkich do haóby przywiedzie przez lud, który im nie będzie ku dogodzie, ani ku pomocy, ani ku pożytkowi, ale tylko ku zelżywości i ku haóbie.","They shall all be ashamed because of a people that can't profit them, that are not a help nor profit, but a shame, and also a reproach.""","He will bring them all to shame through his people, who will not be for their comfort, nor for their help, nor for their benefit, but only for their disgrace and shame.",0.0
21,"Jeźliże tak, jako inni ludzie umierają, pomrą ci, a zwykłem innych ludzi karaniem, karani będą, nie posłał mię Pan;","If these men die the common death of all men, or if they be visited after the visitation of all men; then Yahweh hasn't sent me.","If thee die as other men die, and are punished as other men are punished, the Lord hath not sent me;",0.0
22,"Wziąłlibym skrzydła rannej zorzy, abym mieszkał na koócu morza,","If I take the wings of the dawn, and settle in the uttermost parts of the sea;","I would take the wings of the morning light, that I might dwell at the end of the sea,",0.269
23,"A gdy Samuel wejrzał na Saula, rzekł mu Pan. Otóż mąż, o którymemci powiedział; tenci będzie panował nad ludem moim.","When Samuel saw Saul, Yahweh said to him, ""Behold, the man of whom I spoke to you! this same shall have authority over my people.""","And when Samuel looked upon Saul, the LORD said unto him. This is the man of whom I said, This is the man that shall reign over my people.",0.195
24,Oczy moje ustawicznie patrzą na Pana; albowiem on wywodzi z sieci nogi moje.,"My eyes are ever on Yahweh, for he will pluck my feet out of the net.",My eyes are fixed upon the LORD; for he bringeth forth my feet out of the net.,0.392
25,"Widzi wiele rzeczy, a wszakże nie zrozumiewa; otworzone ma uszy, wszakże nie słyszy.","You see many things, but don't observe. His ears are open, but he doesn't listen.","He sees many things, yet he does not understand; his ears are open, yet he does not hear.",0.166
26,"A rzecz im: Tak mówi Pan zastępów, Bóg Izraelski: Oto Ja poślę i przywiodę Nabuchodonozora, króla Babilońskiego, sługę mego i postawię stolicę jego na tych kamieniach, którem skrył: i rozbije majestat swój na nich.","and tell them, Thus says Yahweh of Armies, the God of Israel: Behold, I will send and take Nebuchadnezzar the king of Babylon, my servant, and will set his throne on these stones that I have hidden; and he shall spread his royal pavilion over them.","And it came to pass, Thus saith the LORD of hosts, the God of Israel: Behold, I will send and bring Nebuchadnezzar king of Babylon my servant, and I will set his throne upon the stones which I have hid: and he shall break his majesty upon them.",0.368
27,"A zabiwszy go Mojżesz wziął ze krwi jego, i pomazał nią koniec prawego ucha Aaronowego, i wielki palec prawej ręki jego, także palec wielki prawej nogi jego.","""Speak to the children of Israel, saying, 'You shall eat no fat, of bull, or sheep, or goat.","And Moses took of his blood, and anointed with it the tip of Aaron's right ear, and the great toe of his right hand, and the great toe of his right foot.",0.0
28,"A gdy było południe, naśmiewał się z nich Elijasz, mówiąc: Wołajcie większym głosem, ponieważ jest bóg; tylko że się albo zamyślił, albo jest zabawny, albo też jest w drodze; albo też śpi, aza ocuci.","It happened at noon, that Elijah mocked them, and said, ""Cry aloud; for he is a god. Either he is musing, or he has gone aside, or he is on a journey, or perhaps he sleeps and must be awakened.""","And when it was noon, Elias mocked at them, saying, Cry with a greater voice, for there is a god; only he is either thoughtful, or amused, or on his way, or asleep, or awake.",0.0
29,"Była też jeszcze inna wojna w Gob z Filistynami, kędy zabił Elhana, syna Jaara Oregim, Betlehemczyk, brata Golijatowego z Giet, którego drzewce u włóczni było jako nawój tkacki.","There was again war with the Philistines at Gob; and Elhanan the son of Jaareoregim the Bethlehemite killed Goliath the Gittite's brother, the staff of whose spear was like a weaver's beam.","And there was another war at Gob with the Philistines, where he slew Elhan the son of Jaar the Oregim, the Bethlehemite, the brother of Goliath of Geth, whose spar in the spear was as a weaving thread.",0.0
30,"A tak obchodził Salomon na on czas święto zacne, i wszystek Izrael z nim, zgromadzenie wielkie od wejścia do Emat aż do rzeki Egipskiej, przed Panem, Bogiem naszym, przez siedm dni i przez siedm dni, to jest, przez czternaście dni.","So Solomon held the feast at that time, and all Israel with him, a great assembly, from the entrance of Hamath to the brook of Egypt, before Yahweh our God, seven days and seven days, even fourteen days.","And Solomon kept a great feast for that time, and all Israel with him, a great assembly, from the entrance of Emath unto the river of Egypt, before the LORD our God, seven days and seven days, that is, fourteen days.",0.52
31,"Tedy rzekł do nich Izrael, ojciec ich: Jeźliże tak być musi, uczyńcież to; nabierzcie najlepszych pożytków ziemi w naczynia wasze, a zanieście mężowi onemu w upominku: trochę balsamu, i trochę miodu, i rzeczy wonnych, i myrry, orzechów terebintowych, i migdałów.","Their father, Israel, said to them, ""If it must be so, then do this. Take from the choice fruits of the land in your bags, and carry down a present for the man, a little balm, a little honey, spices and myrrh, nuts, and almonds;","And Israel their father said unto them: If it be so, do ye therefore, and put the best of the land in your vessels, and bring him as a present to his husband, a little balm, and a little honey, and sweetmeats, and myrrh, and terebinth nuts, and almonds.",0.192
32,"Przetoż polegną młodzieńcy jego na ulicach jego, i wszyscy mężowie waleczni jego wygładzeni będą dnia onego, mówi Pan.","Therefore her young men will fall in her streets, and all her men of war will be brought to silence in that day, says Yahweh.","Therefore his young men shall fall in his streets, and all his brave men shall be destroyed in that day, saith the LORD.",0.0
33,"Jeźli wnijdziemy do miasta, głód w mieście, i pomrzemy tam, a jeźli tu zostaniemy, przecię pomrzemy. Teraz tedy pójdźcie, a zbieżmy do obozu Syryjskiego; jeźli nas żywo zostawią, będziemy żywi; jeźli nas też zabiją, pomrzemy.","If we say, 'We will enter into the city,' then the famine is in the city, and we shall die there. If we sit still here, we also die. Now therefore come, and let us surrender to the army of the Syrians. If they save us alive, we will live; and if they kill us, we will only die.""","If we go into the city, there shall be famine in the city, and we shall die there; and if we stay here, we shall die. Now therefore go, and let us go up into the camp of Syria: if they leave us alive, we shall live; if they kill us, we shall die.",0.297
34,"Potem rzekł Pan do Mojżesza: Wstąp na tę górę Abarym, a oglądaj ziemię, którąm dał synom Izraelskim.","Yahweh said to Moses, ""Go up into this mountain of Abarim, and see the land which I have given to the children of Israel.","And the LORD said unto Moses, Go up into this mountain Abarim, and see the land which I have given the children of Israel.",0.636
35,"I odpowiedział jej Joab, mówiąc: Niedaj, niedaj mi tego Boże, abym miał podwrócić i zburzyć je.","Joab answered, ""Far be it, far be it from me, that I should swallow up or destroy.","And Joab answered her, saying, God forbid that I should turn again and destroy them.",0.0
36,"Rzekł tedy Balaam do Balaka: Zostaó tu przy całopaleniu twojem, a ja zabieżę tam Panu.","He said to Balak, ""Stand here by your burnt offering, while I meet over there.""","And Balaam said unto Balak: Stay here by thy burnt offering, and I will take the LORD there.",0.0
37,"Ci, którzy w nienawiści mają Pana, choć obłudnie, poddaćby się im musieli, i byłby czas ich aż na wieki.","But he would have also fed them with the finest of the wheat. I will satisfy you with honey out of the rock.""","Those who hate the Lord, though hypocritically, would submit to them, and their time would be for ever.",0.0
38,"A Madyjaóczycy sprzedali Józefa do Egiptu Potyfarowi, dworzaninowi Faraonowemu, hetmanowi żołnierstwa.","The Midianites sold him into Egypt to Potiphar, an officer of Pharaoh's, the captain of the guard.","And the Gadjahites sold Joseph to Egypt to Potiphar, Pharaoh's courtier, the hetman of the army.",0.0
39,"I rzekł Jakób: Przysiążże mi dziś, i przysiągł mu. I sprzedał pierworodztwo swoje Jakóbowi.","Jacob said, ""Swear to me first."" He swore to him. He sold his birthright to Jacob.",And Jacob said: Swear unto me this day; and he swore unto him. And he sold his firstborn to Jacob.,0.0
40,"A rzecz: Słuchajcie słowa Pańskiego, królowie Judzcy i obywatele Jeruzalemscy! Tak mówi pan zastępów, Bóg Izraelski: Oto Ja przywiodę złe na to miejsce, o którem ktokolwiek usłyszy, zabrzmi mu w uszach jego.","and say, Hear the word of Yahweh, kings of Judah, and inhabitants of Jerusalem: thus says Yahweh of Armies, the God of Israel, Behold, I will bring evil on this place, which whoever hears, his ears shall tingle.","And the thing is, Hear the word of the LORD, O kings of Judah and citizens of Jerusalem! Thus saith the LORD of hosts, the God of Israel: Behold, I will bring evil into this place, which every one shall hear, and it shall sound in his ears.",0.323
41,"Tedy wziąwszy Achaz srebro i złoto, które się znalazło w domu Pańskim i w skarbach domu królewskiego, posłał dar królowi Assyryjskiemu.","In the thirty-eighth year of Azariah king of Judah, Zechariah the son of Jeroboam reigned over Israel in Samaria six months.","And Ahaz took the silver and the gold that was in the house of the LORD, and in the treasures of the king's house, and sent the gift to the king of Assyria.",0.0
42,"Książę Kienaz, książę Teman, książę Mabsar,","chief Kenaz, chief Teman, chief Mibzar,","Prince Kienaz, Prince Teman, Prince Mabsar,",0.0
43,"Jako trzodę na ofiary, jako trzodę Jeruzalemską na święta jego uroczyste, tak spustoszone miasta będą napełnione trzodami ludzi; i dowiedzą się, żem Ja Pan.","As the flock for sacrifice, as the flock of Jerusalem in her appointed feasts, so shall the waste cities be filled with flocks of men; and they shall know that I am Yahweh.","As the flock for the sacrifices, as the flock of Jerusalem for his feasts, so shall the desolate cities be filled with the flocks of men: and they shall know that I am the LORD.",0.558
44,"I usłuchał Benadad króla Azy; a posławszy hetmany z wojski, które miał przeciw miastom Izraelskim, zburzył Hijon i Dan i Abelbetmaachę, i wszystko Cynnerot, i wszystkę ziemię Neftalim.","Ben Hadad listened to king Asa, and sent the captains of his armies against the cities of Israel, and struck Ijon, and Dan, and Abel Beth Maacah, and all Chinneroth, with all the land of Naphtali.","And Benadad the king of Aza disobeyed: and he sent the hosts with the armies that he had against the cities of Israel, and destroyed Hijon, and Dan, and Abelbethmaach, and all Zinneroth, and all the land of Naphtali.",0.279
45,"Ale Manases zwiódł Judę i obywateli Jeruzalemskich, tak iż się gorzej sprawowali niż narody, które Pan wygładził przed obliczem synów Izraelskich.","After this, Sennacherib king of Assyria sent his servants to Jerusalem, (now he was before Lachish, and all his power with him), to Hezekiah king of Judah, and to all Judah who were at Jerusalem, saying,","But Manasseh deceived Judah and the inhabitants of Jerusalem, so that they did worse than the nations which the LORD had smoothed before the children of Israel.",0.0
46,"Przetoż mi żywot omierzł; bo mi się nie podoba żadna rzecz, która się dzieje pod słońcem; albowiem wszystkie są marnością, i utrapieniem ducha.","So I hated life, because the work that is worked under the sun was grievous to me; for all is vanity and a chasing after wind.","Therefore my life hath failed me: for I delight not in any thing that happeneth under the sun: for they are all vanity, and affliction of the spirit.",0.0
47,"Tedy podniósłszy Aaron ręce swe do ludu błogosławił im, a zstąpił od ofiarowania ofiary za grzech, i ofiary całopalenia, i ofiary spokojnej.","He presented the other ram, the ram of consecration: and Aaron and his sons laid their hands on the head of the ram.","And Aaron lifted up his hands to the people, and blessed them, and went down to offer the sin offering, and the burnt offering, and the sacrifice of peace offerings.",0.0
48,"Ale odpowiedziawszy Jozue, syn Nunów, sługa Mojżeszów, jeden z młodzieńców jego, rzekł: Panie mój Mojżeszu, zabroó im.","Joshua the son of Nun, the servant of Moses, one of his chosen men, answered, ""My lord Moses, forbid them!""","And Joshua the son of Nun, the servant of Moses, one of his young men, answered, and said: My lord Moses, take them away.",0.557
49,"I urosną na pałacach ich ciernie, pokrzywy i oset na zamkach ich; i będzie przybytkiem smoków, a mieszkaniem strusiów.","Thorns will come up in its palaces, nettles and thistles in its fortresses; and it will be a habitation of jackals, a court for ostriches.","And thorns shall grow in their palaces, and nettles and thistles in their castles; and it shall be the habitation of dragons, and the dwelling place of ostriches.",0.128
50,"Kto tedy jest między wami ze wszystkiego ludu jego, z tym niech będzie Bóg jego, a ten niech idzie do Jeruzalemu, które jest w Judztwie, a niech buduje dom Pana, Boga Izraelskiego; onci jest Bóg, który jest w Jeruzalemie.","Whoever there is among you of all his people, may his God be with him, and let him go up to Jerusalem, which is in Judah, and build the house of Yahweh, the God of Israel (he is God), which is in Jerusalem.","And he that is among you of all his people, with him be his God; and he shall go up to Jerusalem, which is in Judah, and build the house of the LORD God of Israel: for he is God that is in Jerusalem.",0.526
51,"Gdyż rozniecę ogieó w Egipcie, Syn bolejąc boleć będzie, i No rozwalone będzie, a Nof na każdy dzień udręczone będzie.","I will set a fire in Egypt: Sin shall be in great anguish, and No shall be broken up; and Memphis [shall have] adversaries in the daytime.","For I will make a fire in Egypt, and the Son shall be sore afflicted, and Nof shall be broken down, and Nof shall be afflicted every day.",0.159
52,"I przewiódł mię przez nie w około a w około, a oto było ich bardzo wiele na onem polu, a oto były bardzo suche.","He caused me to pass by them all around: and behold, there were very many in the open valley; and behold, they were very dry.","And he led me round about and round about, and, behold, there were many in the field, and, behold, they were very dry.",0.343
53,"A synom Kaatowym, pozostałym z rodzaju tegoż pokolenia, dostało się w połowie pokolenia Manasesowego losem miast dziesięć.","the son of Amzi, the son of Bani, the son of Shemer,","And unto the children of Kaath, which were of the remainder of the tribe, there came into the midst of the tribe of Manasseh by lot ten cities.",0.0
54,"Cić mówili do Faraona, króla Egipskiego, aby wyprowadzili syny Izraelskie z Egiptu; toć jest ten Mojżesz i Aaron.","These are those who spoke to Pharaoh king of Egypt, to bring out the children of Israel from Egypt. These are that Moses and Aaron.","And they spake unto Pharaoh king of Egypt, to bring the children of Israel out of Egypt: these are Moses and Aaron.",0.383
55,"I rzekł: Błogosławiony Pan, Bóg Izraelski, który mówił usty swemi do Dawida, ojca mego, i wypełnił to skutecznie, mówiąc:","He said, ""Blessed be Yahweh, the God of Israel, who spoke with his mouth to David my father, and has with his hands fulfilled it, saying,","And he said: Blessed be the LORD, the God of Israel, which spake with his mouth unto David my father, and fulfilled it effectually, saying:",0.335
56,"Otoś ich wiele uczył, i ręceś mdłe potwierdzał.","Behold, you have instructed many, you have strengthened the weak hands.","Thou didst teach them much, and thou didst confirm their hands.",0.0
57,"A tak teraz jeźliście prawdziwie a szczerze uczynili, obrawszy sobie królem Abimelecha; a jeźliście się dobrze obeszli z Jerobaalem i z domem jego, a jeźliście podług dobrodziejstw ręki jego uczynili z nim;","""Now therefore, if you have dealt truly and righteously, in that you have made Abimelech king, and if you have dealt well with Jerubbaal and his house, and have done to him according to the deserving of his hands","Now therefore, if ye have truly and honestly done, having made Abimelech king unto yourselves, and if ye have dealt well with Jeroboal and with his house, and if ye have done according to the good pleasure of his hand with him;",0.173
58,"Przetoż jako płomieó ogniowy pożera parzdzieże, i jako płomieó plewy trawi: tak korzeń ich będzie jako zgnilizna, a kwiat ich jako proch ku górze pójdzie; albowiem odrzucili zakon Pana zastępów, a wyrokiem świętego Izraelskiego pogardzili.","Therefore as the tongue of fire devours the stubble, and as the dry grass sinks down in the flame, so their root shall be as rottenness, and their blossom shall go up as dust; because they have rejected the law of Yahweh of Armies, and despised the word of the Holy One of Israel.","As the flame of fire devoureth the stubble, and as the flame consumeth the chaff, so shall their root be as rottenness, and their blossom as the dust go up: for they have rejected the law of the LORD of hosts, and despised the judgment of the Holy One of Israel.",0.397
59,"Tedy rzekł Elijakim, syn Helkijaszowy, i Sobna, i Joach do Rabsacesa: Proszę mów do sług twoich po syryjsku, boć rozumiemy; a nie mów z nami po żydowsku, gdzie słyszy lud, który jest na murze.","Therefore they spoke to the king of Assyria, saying, ""The nations which you have carried away, and placed in the cities of Samaria, don't know the law of the god of the land. Therefore he has sent lions among them, and behold, they kill them, because they don't know the law of the god of the land.""","And Eliakim the son of Helijah, and Sobnah, and Joash, said unto Rabbathsaces Speak unto thy servants in Syrian, for we understand: but speak not with us in Jewish, where the people that are upon the wall hear.",0.0
60,"I wyrzezał na deszczkach po krańcach jego, i po listwowaniach jego Cherubiny, lwy, i palmy, jedno podle drugiego, po każdem przydaniu w około.","On the plates of its stays, and on its panels, he engraved cherubim, lions, and palm trees, according to the space of each, with wreaths all around.","And he cut out in the rains in the ends thereof, and in the borders thereof Cherubims, and lions, and palm trees, one by one, in every part round about.",0.092
61,"A czasu, któregośmy chodzili od Kades Barne, ażeśmy się przeprawili przez potok Zared, było trzydzieści i osiem lat, aż wyginął wszystek on naród mężów walecznych z obozu, jako im był przysiągł Pan.","The days in which we came from Kadesh Barnea, until we had come over the brook Zered, were thirty-eight years; until all the generation of the men of war were consumed from the midst of the camp, as Yahweh swore to them.","And the time that we went from Kadesh-barne, when we crossed over the brook of Zareth, was thirty and eight years, until all the brave people of the camp perished, as the LORD had sworn unto them.",0.119
62,"Nie wywrócisz sądu przychodniowi, ani sierocie, ani weźmiesz w zastawie szaty wdowy;","There shall be no prostitute of the daughters of Israel, neither shall there be a sodomite of the sons of Israel.","Thou shalt not overturn the court of the comforter, nor the orphan, nor take the widow's garment in pledge;",0.0
63,"Jam uczynił ziemię, także człowieka i bydlęta, którekolwiek są na obliczu ziemi, mocą swoją wielką i ramieniem swojem wyciągnionem: przeto ja daję temu, który się podoba oczom moim.","I have made the earth, the men and the animals that are on the surface of the earth, by my great power and by my outstretched arm; and I give it to whom it seems right to me.","I have made the earth, and the man, and the beasts that are upon the face of the earth, with mine own great strength, and with mine own arm stretched out: therefore I give unto him that pleaseth before mine eyes.",0.156
64,"Pokądże się nie odwrócisz odemnie? a nie zaniechasz mię, ażbym przełknął ślinę moję?","How long will you not look away from me, nor leave me alone until I swallow down my spittle?","Why wilt thou not turn away from me, and forsake me, that I may swallow my saliva?",0.0
65,"Rzekł potem Bóg do Jakóba: Wstań, wstąp do Betela, a mieszkaj tam, i uczyń tam ołtarz Bogu, któryć się ukazał, gdyś uciekał przed obliczem Ezawa, brata twego.","God said to Jacob, ""Arise, go up to Bethel, and live there. Make there an altar to God, who appeared to you when you fled from the face of Esau your brother.""","And God said unto Jacob, Arise, go up to Beth′el, and dwell there, and make an altar there unto the God which appeared unto thee when thou fled from the presence of Esau thy brother.",0.188
66,"Tak mówi Pan zastępów: Jeszcze będzie na tem miejscu pustem, na którem niemasz ani człowieka, ani bydlęcia, i we wszystkich miastach jego mieszkanie pasterzy, gdzieby chowali trzody;","Thus says Yahweh of Armies: Yet again shall there be in this place, which is waste, without man and without animal, and in all its cities, a habitation of shepherds causing their flocks to lie down.","Thus saith the LORD of hosts: There shall yet be in this place an empty place, in which there is neither man nor beast, and in all the cities thereof a dwelling for shepherds, where they keep their flocks;",0.116
67,"Tedy zawołał Salomona, syna swego, a przykazał mu, aby zbudował dom Panu, Bogu Izraelskiemu.","Then he called for Solomon his son, and commanded him to build a house for Yahweh, the God of Israel.","And he called Solomon his son, and commanded him that he should build an house unto the LORD God of Israel.",0.33
68,"Słuchajże tego pilnie, Ijobie! zastanów się, a uważaj dziwne sprawy Boże.","""Listen to this, Job. Stand still, and consider the wondrous works of God.","Listen diligently to this, Job! consider, and consider the strange things of God.",0.0
69,"Wodyś spracowanemu nie podał, a głodnemu odmówiłeś chleba.","You haven't given water to the weary to drink, and you have withheld bread from the hungry.","You did not give water to the worn out, and you refused bread to the hungry.",0.0
70,"Tamar zasię, niewiastka jego, urodziła mu Faresa i Zarę. Wszystkich synów Judowych pięć.",Tamar his daughter-in-law bore him Perez and Zerah. All the sons of Judah were five.,"And Tamar, his wife, bore him Phareth and Zara. All the sons of Judah were five.",0.46
71,"Jednak Farao obciążył serce swe i tym razem, a nie wypuścił ludu.","Pharaoh said, ""I will let you go, that you may sacrifice to Yahweh your God in the wilderness, only you shall not go very far away. Pray for me.""","But Farao burdened his heart this time too, and did not let the people go.",0.0
72,"A inne sprawy Manachemowe, i cokolwiek czynił, napisane są w kronikach o królach Izraelskich.","All the people of Judah took Azariah, who was sixteen years old, and made him king in the place of his father Amaziah.","And other things of Manachem, and whatever he did, are written in the chronicles of the kings of Israel.",0.0
73,"Wywyższy się ręka twoja nad nieprzyjaciołmi twoimi, a wszyscy przeciwnicy twoi wykorzenieni będą.","The remnant of Jacob will be among the nations, in the midst of many peoples, like a lion among the animals of the forest, like a young lion among the flocks of sheep; who, if he goes through, treads down and tears in pieces, and there is no one to deliver.","Thy hand shall be exalted over Thy enemies, and all Thy adversaries shall be rooted out.",0.0
74,"Ale Barak gonił wozy i wojsko aż do Haroset pogańskiego; i poległo wszystko wojsko Sysarowe od ostrza miecza, tak iż z nich i jeden nie został.","But Barak pursued after the chariots, and after the army, to Harosheth of the Gentiles: and all the army of Sisera fell by the edge of the sword; there was not a man left.","But Barak chased the wagons and the army as far as Haroset the heathen; and all the army of Sisera fell by the edge of the sword, so that not one of them was left.",0.415
75,"To mi ukazał panujący Pan. Oto tworzył szaraóczę, gdy najpierwej począł odrastać potraw, gdy oto potraw był po pokoszeniu królewskiem.","Thus the Lord Yahweh showed me: and behold, he formed locusts in the beginning of the shooting up of the latter growth; and behold, it was the latter growth after the king's harvest.","This the Lord GOD showed me. Behold, he formed the gray, when first the corn began to grow, when, behold, the corn was after the king's harvest.",0.136
76,"Abym ci do wiadomości podał pewność powieści prawdziwych, abyś umiał odnosić słowa prawdy tym, którzy cię posłali.","To teach you truth, reliable words, to give sound answers to the ones who sent you?","That I may make known to thee the certainty of truthful novels, that thou mayest relate the words of truth to those who sent thee.",0.0
77,"Któremu odpowiedział pan jego: Nie wstępujmy do miasta cudzoziemców, które nie jest z synów Izraelskich, ale idźmy aż do Gabaa.","His master said to him, ""We won't turn aside into the city of a foreigner, that is not of the children of Israel; but we will pass over to Gibeah.""","And his lord answered him: Let us not go up into the city of the strangers, which is not of the children of Israel; but let us go up to Gibeah.",0.326
78,"Synów z Karyjatyjarymu, z Kafiry i z Beerotu siedm set i czterdzieści i trzy;","The children of Kiriath Arim, Chephirah, and Beeroth, seven hundred forty-three.","The children of Karyatiyarim, of Kafira, and of Beeroth, seven hundred and forty and three;",0.0
79,"Izali nie ty, o Boże! któryś nas był odrzucił, a nie wychodziłeś, o Boże! z wojskami naszemi?","Give us help against the enemy, for the help of man is vain.","Were it not thou, O God, who didst cast us off, and didst not go out, O God, with our armies?",0.0
