,Sentences_from,Sentences_to,Translated_sentences,BLEU
17,Trójwymiarowa gra artyleryjska w stylu Scorched Earth,3D artillery game similar to Scorched Earth,Three-dimensional Scorched Earth-style artillery game,0.0
18,"-r,--real # konwertuje rzeczywisty znacznik czasowy na kolejkę","-r,--real # convert real-time-stamp on queue","-r, —real # converts actual timestamp to queue",0.0
19,Umożliwia swobodną organizację fotografii w urządzeniach iPod,"Organize photos on your iPod, freely!",Allows you to freely organize photography in your iPod,0.0
20,Rozpocznij poszukiwanie porwanej księżniczki i odkryj zbrodnicze intencje firmy Lederhosen,"Embark on a quest to rescue a kidnapped princess and in the process, discover the true sinister intentions of a suspiciously located Lederhosen company",Begin the search for the kidnapped princess and discover Lederhosen's criminal intentions,0.0
21,"-s,--source addr : odczyt z danego adresu (klient:port)","-s,--source addr : read from given addr (client:port)","-s, —source addr: read from a given address (client:port)",0.0
22,Pozwala na przeglądanie i instalację każdego spośród tysięcy programów dla Ubuntu,Lets you choose from thousands of applications available for Ubuntu,It allows you to view and install every one of thousands of programs for Ubuntu,0.0
23,Żyłka wędkarska nie nadaje się do czyszczenia zębów,Fishing wire makes bad dental floss,Fishing fishing line is not suitable for cleaning teeth,0.0
24,To działanie nie może zostać cofnięte. Usunąć tę aktywność?,"This operation cannot be undone, are you sure you want to delete this activity?",This action cannot be undone. Remove this activity?,0.0
25,"Prosty w użyciu, ładny, funkcjonalny klient gry w szachy dla GNOME","PyChess is a fully featured, nice looking, easy to use chess client for the Gnome desktop","Simple to use, nice, functional chess game client for GNOME",0.0
26,Synchronizacja plików między komputerami oraz w internecie,Sync your files across computers and to the web,Synchronization of files between computers and on the web,0.0
27,%s: %s w linii %d standardowego wejścia,%s: %s in line %d of standard input,%s: %s in line%d of standard input,0.0
28,"Słownik, analizator użycia dysku twardego, przeglądarka plików raportów, narzędzie wyszukujące","Dictionary, Disk Usage Analyzer, Log File Viewer, Search Tool","Dictionary, hard drive usage analyzer, report file viewer, search tool",0.33
29,"Umożliwia proste zarządzanie certyfikatami CA X.509, CSR, CRL w trybie graficznym","Manage X.509 certificates and CAs, easily and graphically","Allows simple management of CA X.509, CSR, CRL certificates in graphics mode",0.0
30,Ustawiaj namioty na specjalnych polach według ustalonych zasad,"Place tents in some of the remaining squares, under some conditions",Set up tents on special fields according to established rules,0.0
31,Należy umieścić czwórkę kier obok trójki kier.,Place the four of hearts next to the three of hearts.,You should place four hearts next to three hearts.,0.0
32,%s: zapisanie całego profilu nie powiodło się,%s: Unable to write entire profile entry,%s: saving the entire profile failed,0.0
33,Zgłasza błąd programu wskazanego kliknięciem w okno docelowe,Click a window as a target for filing a problem report.,Reports an error of the program indicated by clicking in the target window,0.0
34,Wyświetla ponownie wyśledzone ślady stosu i pyta o potwierdzenie przez wysłaniem ich do bazy błędów.,Display retraced stack traces and ask for confirmation before sending them to the crash database.,Displays re-tracked stack traces and asks for confirmation by sending them to the bug database.,0.272
35,Aplet powiadomień poczty Gmail dla KDE,A Gmail notifier applet for KDE,Gmail notification applet for KDE,0.0
36,"%s: analiza wiersza ""%s"" nie powiodła się",%s: Unable to parse input line '%s',%s: line analysis “%s” failed,0.0
37,Aplikacja do wyświetlania informacji o oknach i środowisku graficznym,A window information utility for X,Application for displaying information about windows and graphics environment,0.0
38,Należy umieścić damę kier obok waleta kier.,Place the queen of hearts next to the jack of hearts.,You should place a lady of hearts next to the jack of hearts,0.583
39,"Przykładowe zgłoszenie zawiera informacje o pojemności dysku komputera, podłączonych urządzeniach czy ilości aktualnie uruchomionych programów.","This includes things like how many programs are running, how much disk space the computer has, and what devices are connected.","The sample submission contains information about the disk capacity of the computer, connected devices, or the amount of programs currently running.",0.0
40,Łączy aplikacje audio i MIDI w jedną sesję dźwiękową,Connect audio and MIDI applications together and manage audio sessions,Combines audio and MIDI applications into one sound session,0.263
41,Uniwersalny odtwarzacz filmów i piosenek karaoke,Universal karaoke songs and movies player,Universal player of karaoke movies and songs,0.0
42,"Roztop górę lodową na małe kawałki, aby uwięzić pingwiny!","Melt an iceberg into small pieces, in order to trap the penguins",Melt the iceberg into small pieces to trap the penguins!,0.437
43,Przeglądaj system plików z menedżerem plików,Browse the filesystem with the file manager,Browse file system with file manager,0.0
44,Program do tworzenia diagramów TikZ (z pakietu LaTeX pgf),Program for creating TikZ (from the LaTeX pgf package) diagrams,Program for creating TikZ diagrams (from LaTeX pgf package),0.405
45,Wieloplatformowy interfejs dla skanera bezpieczeństwa Nmap,A cross-platform GUI for the Nmap Security Scanner.,Multi-platform interface for Nmap security scanner,0.0
46,"Analiza filogenezy oraz dopasowań sekwencji DNA, RNA, białek, peptydów i nukleotydów",Global multiple nucleotide or peptide sequence alignment and phylogenetic analysis,"Analysis of phylogeny and matching sequences of DNA, RNA, proteins, peptides and nucleotides",0.0
47,"Rozwijany emulator terminala, bazujący na technologii konsoli KDE",A drop-down terminal emulator based on KDE Konsole technology.,Developable terminal emulator based on KDE console technology,0.467
48,Interfejs graficzny do zarządzania aplikacjami Screenlets,A graphical tool to manage your Screenlets.,Graphic interface for managing Screenlets applications,0.0
49,Zostań dowódcą łodzi podwodnej w środowisku głębokiego oceanu,Command a submarine in a deep ocean environment,Become a submarine commander in a deep ocean environment,0.525
50,"Trzymaj w ryzach zadania, zasoby i koszty swoich projektów","Handle the tasks, resources, and cost of your projects","Keep your projects, resources and costs in check",0.0
51,Aplikacja do testowania wszystkich funkcji guiqwt.,you can use this applications to test all guiqwt features.,Application for testing all functions of guiqwt.,0.0
52,"Przeglądarka biosygnałów EEG, EMG i ECG. http://sigviewer.sf.net","Viewer for biosignals such as EEG, EMG, and ECG. http://sigviewer.sf.net","EEG, EMG and ECG Biossignal Browser. http://sigviewer.sf.net",0.278
53,Mission Pack 2 dla klasycznej strzelanki FPS,Mission Pack 2 for the classic first person shooter,Mission Pack 2 for classic FPS shooter,0.33
54,Podłączenie do maszyn zdalnych z użyciem Secure Shell,Connect to a remote computer using Secure Shell,Connection to remote machines using Secure Shell,0.0
55,"Ścieżka do pliku z danymi uwierzytelnienia bazy danych problemów. Opcja używana podczas podawania identyfikatora problemu w celu przesłania ponownie prześledzonego śladu stosu (tylko jeśli nie użyto -g, -o, oraz -s)","Path to a file with the crash database authentication information. This is used when specifying a crash ID to upload the retraced stack traces (only if neither -g, -o, nor -s are specified)","Path to the database authentication data file. Option used when specifying a problem ID to transmit a re-traced stack trace (only if -g, -o, and -s were not used)",0.138
56,Menedżer LAN z powłoką do zdalnego wykonywania poleceń,Remote shell command executor and LAN manager,LAN Manager with a shell for remote command execution,0.0
57,Synchronizacja plików pomiędzy wieloma komputerami z systemem kontroli wersji (domyślnie z Git),Synchronize and version your files across multiple computers with distributed version control (by default with Git),Sync files between multiple computers running version control system (default with Git),0.0
58,"-d, --default wyświetlenie domyślnej listy kontroli dostępu","-d, --default display the default access control list","-d, —default display of default access control list",0.383
59,"-m, --modify=acl zmiana aktualnego(ych) ACL(-i) pliku(ów) -M, --modify-file=plik odczyt z pliku pozycji ACL do zmodyfikowania -x, --remove=acl usunięcie wpisów z ACL(-i) pliku(ów) -X, --remove-file=plik odczyt z pliku pozycji ACL do usunięcia -b, --remove-all usunięcie wszystkich rozszerzonych pozycji ACL -k, --remove-default usunięcie domyślnego ACL","-m, --modify=acl modify the current ACL(s) of file(s) -M, --modify-file=file read ACL entries to modify from file -x, --remove=acl remove entries from the ACL(s) of file(s) -X, --remove-file=file read ACL entries to remove from file -b, --remove-all remove all extended ACL entries -k, --remove-default remove the default ACL","-m, —modify=acl change current (s) ACL (s) -M file (s) -M, —modify-file=file read from ACL position file to modify -x, —remove=acl deletion of entries from ACL (s) -X, —remove-file=file read from ACL position file to delete -b, move-all removal of all extended ACL position -k, —remove-default deletion of default ACL",0.0
60,Dodaje dodatkową etykietę do zgłoszenia. Można użyć kilkukrotnie.,Add an extra tag to the report. Can be specified multiple times.,Adds an additional label to the submission. Can be used several times.,0.0
61,%s: nie można odczytać domyślnego ACL dla '%s': %s,%s: cannot get default ACL on '%s': %s,%s: cannot read default ACL for '%s': %s,0.0
62,Interfejs graficzny Qt dla GNU Octave,Graphical Qt frontend for GNU Octave,Qt graphical interface for GNU Octave,0.0
63,Wersja profilu nie jest obsługiwana przez moduł Apparmor,Profile version not supported by Apparmor module,The profile version is not supported by Apparmor,0.424
64,Demontaż stosu kafli poprzez usuwanie pasujących par,Disassemble a pile of tiles by removing matching pairs,Dismantling the tile stack by removing matching pairs,0.298
65,Procesor czasu rzeczywistego audio bazujący na manipulacji spektrum częstotliwości,Realtime audio processor based on frequency spectral manipulation,Real Time Audio Processor Based on Frequency Spectrum Manipulation,0.478
66,%s: przydzielenie pamięci dla punktu montowania bazy poddomeny nie powiodło się,%s: Could not allocate memory for subdomainbase mount point,%s: memory allocation for subdomain base mount point failed,0.0
67,"Administracja serwerem plików, drukowania oraz domen SAMBA","SAMBA file, print and domain server administration","File Server Administration, Print, and SAMBA Domains",0.0
68,Niewielki menedżer plików dla X Window,A lightweight file manager for X Window,Small file manager for X Window,0.615
69,Należy przenieść ~a na siódemkę trefl.,Move ~a onto the seven of clubs.,Move ~a to the trefl seven.,0.0
70,Błąd w profilu %s. Wczytanie nie powiodło się.,"ERROR in profile %s, failed to load",Error in profile%s. Failed to load.,0.0
71,Program transferu danych dla Sony HiMD Walkman,Transfer software for Sony HiMD Walkman,Data Transfer Program for Sony HiMD Walkman,0.455
72,Odtwórz i sprawdź ślady generowane przez apitrace,Play back and inspect traces generated by apitrace,Play and check the traces generated by apitrace,0.383
73,Analizator danych statystycznych - darmowa alternatywa dla SPSS,Analyze statistical data with a free alternative to SPSS,Statistics Analyzer - Free Alternative to SPSS,0.298
74,Zagraj w oryginalną gre Quake III Arena,Play the original Quake III Arena,Play the original Quake III Arena gre,0.846
75,Należy przenieść ~a na puste dolne miejsce.,Move ~a onto an empty bottom slot.,Move ~a to an empty bottom spot.,0.0
76,Edytor tagów MP3 i Ogg Vorbis,MP3 and Ogg Vorbis tag editor,MP3 and Ogg Vorbis Tag Editor,1.0
77,Należy przenieść ~a na ósemkę trefl.,Move ~a onto the eight of clubs.,You should move ~a to the trefl eight.,0.0
78,Dwuwymiarowa gra w stylu kultowych platformówek,A 2D platform game with style similar to classic sidescroller games,Two-dimensional game in the style of iconic platformers,0.0
79,Profesjonalne zarządzanie fotografiami dzięki potędze otwartego oprogramowania,Manage your photographs like a professional with the power of open source,Professional photo management thanks to the power of open software,0.224
80,Należy przenieść ~a na siódemkę karo.,Move ~a onto the seven of diamonds.,You should move ~a to a seven karo.,0.0
81,Konfiguracja obsługi wielu języków w systemie,Configure multiple and native language support on your system,Setting up multi-language support in the system,0.0
82,Interfejs graficzny dla narzędzi do zarządzania dyskami,Configure LVM in a graphical setting,Graphic Interface for Disk Management Tools,0.0
83,Zobacz wszystkie znaki czcionek we wszystkich rozmiarach.,View all characters of font in all sizes.,See all font characters in all sizes.,0.0
84,Graj w gry z Sega Master System i Game Gear,Play Sega Master System and Game Gear games,Play games with Sega Master System and Game Gear,0.645
85,Chińska gra GO. Graj z drugim graczem lub komputerem,Play Go against human or computer opponents,The Chinese GO game. Play with the other player or computer,0.0
86,Wyświetla i modyfikuje atrybuty ACL oraz użytkownika plików lub folderów,View or change ACL and User Extended Attributes on files and directories,Displays and modifies ACL and user attributes of files or folders,0.0
87,"Pozwala na tworzenie płyt video CD i DVD, które można później odtwarzać w domowych odtwarzaczach DVD","Allows to create video CDs and DVDs, suitable to be reproduced in home DVD players",Allows you to create CDs and DVDs that can be played later on home DVD players,0.0
88,"Gra typu puzzle, oparta na sześciokątnych elementach",Puzzle game based on hexagonal tiles,Puzzle game based on hexagonal elements,0.76
89,Interfejs graficzny umożliwiający bezproblemowe zapisywanie obrazów skanowanych obiektów w formacie PDF,A GUI to aid the scan-to-PDF process,Graphic interface for seamlessly saving images of scanned objects in PDF format,0.0
90,Program do powolnej obsługi alfabetu Morse'a (CW QRSS) na dwóch częstotliwościach (DFCW),slow CW (QRSS) / dual-frequency CW (DFCW),A program for slow operation of the Morse alphabet (CW QRSS) on two frequencies (DFCW),0.0
91,Chinese Input Method (Use Light weight UI),Chinese Input Method (Use Light weight UI),Chinese Input Method (Use Light weight UI),1.0
92,Dwuwymiarowa wojna czołgów dla kilku graczy z dzielonym ekranem,fast 2D tank arcade game with multiplayer and split-screen modes,Two-dimensional tank warfare for several shared-screen players,0.0
93,Powiadamianie o nowych wiadomościach poczty e-mail,Gnubiff is a mail notification program.,Notify New Email Messages,0.0
94,Zarządzanie harmonogramem nagrań oraz przegląd EPG stacji telewizyjnych,Schedule recordings and browse program guide,Record scheduling management and EPG review of TV stations,0.0
95,Pokazuje status instancji EC2 uruchomionych na określonym koncie.,Shows Status of EC2 instances running on given account.,Shows the status of EC2 instances running on the specified account.,0.505
96,%s: wewnętrzne przepełnienie bufora; przekroczono %d znaków,"%s: Internal buffer overflow detected, %d characters exceeded",%s: internal buffer overflow; exceed%d characters,0.366
97,Optymalizacja prawdopodobieństwa znalezienia sex partnera na stronach randkowych,Optimize your probabilities to have sex on dating websites,Optimizing the likelihood of finding a sex partner on dating sites,0.0
98,Dodanie informacji o czasie do logów dla operacji trybu wsadowego (batch operation),"Prepend timestamps to log messages, for batch operation",Add time information to logs for batch mode operations (batch operation),0.0
99,Błąd alokacji pamięci: Nie można usunąć ^%s,Memory Allocation Error: Unable to remove ^%s,Memory allocation error: Cannot delete ^%s,0.0
100,Należy przenieść ~a na puste miejsce rezerwy.,Move ~a onto an empty reserve slot.,You should move ~a to an empty reserve seat.,0.0
101,Konfiguracja i zarządzenie kontem Ubuntu One,Configure and manage your Ubuntu One account,Setting up and managing your Ubuntu One account,0.377
102,Tworzy kopie zapasowe oraz synchronizuje dane,Backup & sync your data with the power of rsync,Backups and synchronizes data,0.0
103,"Klon gry ""Nebulus"", znanej ze starych 8 i 16 bitowych komputerów",A clone of the 'Nebulus' game on old 8 and 16 bit machines.,"The clone of the game “Nebulus”, known for its old 8 and 16 bit computers",0.342
104,Należy przenieść ~a na damę pik.,Move ~a onto the queen of spades.,You should move ~a to the lady of spades.,0.0
105,"Ten błąd został już zgłoszony w raporcie wyświetlonym w przeglądarce internetowej. Proszę sprawdzić, czy można dodać jakiekolwiek dalsze informacje, które mogą być pomocne twórcom programu.",This problem was already reported in the bug report displayed in the web browser. Please check if you can add any further information that might be helpful for the developers.,This error has already been reported in a report displayed in a web browser. Please see if you can add any further information that may be helpful to the developers of the program.,0.338
106,Prosta aplikacja do komunikacji przez podczerwień (port IrDA),A simple OBEX file transfer applet,Simple Infrared Communication App (IrDA port),0.0
107,Odtwarzacz wideo z funkcją synchronizacji gniazda Jack oraz MIDI,A simple video player that gets sync from jack transport.,Video Player with Jack and MIDI Socket Synchronization,0.0
108,Łap złych przeciwników w bańki i eliminuj ich. Opcja gry dla wielu zawodników z obsługą sieci.,Kill evil enemies by catching them into bubbles and smashing those,Catch bad opponents into bubbles and eliminate them. Game option for multiple riders with network support.,0.0
109,Należy przenieść ~a na piątkę trefl.,Move ~a onto the five of clubs.,You should move ~a to a five trefl.,0.0
110,Zarządzanie i konfiguracja JACK i ladish,Manage and configure JACK and ladish,Management and configuration of JACK and ladish,0.0
111,"Aplikacja dla radioamatorów, zapisująca dane QSO dla LoTW",Sign QSO data for upload to LoTW,"Application for radio amateurs, saving QSO data for LoTW",0.0
112,Błąd: katalog bazowy %s nie jest katalogiem. Pominięto.,"Error: basedir %s is not a directory, skipping.",Error: The base directory %s is not a directory. It's omitted.,0.372
113,Wyświetla analogowe dane wyjścia układów elektronicznych np. programu Spice,A waveform viewer eg for spice simulators,Displays analog output data for electronic circuits such as Spice,0.0
114,Zestaw narzędzi graficznych do tworzenia i zarządzania bazami danych,A graphical toolkit for database administration and development,Graphic Tools Set for Database Creation and Management,0.0
115,Symulator różnych typów liczydeł (wersja Motif),simulation of the ancient calculator (Motif version),Simulator of different types of count (Motif version),0.0
116,Narzędzie do teorii grafów dla profesorów i studentów,Graph Theory Tool for Professors and Students.,Graph theory tool for professors and students,1.0
117,Należy przenieść ~a na siódemkę kier.,Move ~a onto the seven of hearts.,You should transfer ~a to seven hearts.,0.0
118,Narzędzie do śledzenia cykli menstruacyjnych i przewidywania okresów płodności,Utility for tracking menstrual cycles and predicting fertility periods,Tool for tracking menstrual cycles and predicting fertility periods,0.863
119,Zanim przejdziesz przez ulicę rozejrzyj się na obie strony,Look both ways before you cross the street,"Before you cross the street, look around at both sides",0.438
120,Interfejs graficzny dla serwera muzyki Ampache,Stand alone front end for Ampache.,Graphic Interface for Ampache Music Server,0.0
121,Twórz interaktywne aplety i konstrukcje matematyczne,Create interactive mathematical constructions and applets.,Create interactive applets and mathematical constructions,0.0
122,%s: nie można odczytać domyślnego tekstu ACL dla '%s': %s,%s: cannot get default ACL text on '%s': %s,%s: cannot read default ACL text for '%s': %s,0.0
123,Konfiguracja IcedTea Web (javaws orz plugin),Configure IcedTea Web (javaws and plugin),IcedTea Web Setup (javaws or plugin),0.0
124,Należy przenieść ~a na czwórkę trefl.,Move ~a onto the four of clubs.,You should move ~a to a four trefl.,0.0
125,Symuluje proces prześwietlania promieniami rentgenowskimi za pomocą tomografu komputerowego,Simulate the process of X-ray Computed Tomography,Simulates X-ray X-rays process with a computed tomograph,0.0
126,Pięknie i profesjonalnie łączy zdjęcia z Twojej kolekcji,Create beautiful and professional photo layouts from your photos,Beautifully and professionally combines photos from your collection,0.0
127,Należy umieścić damę karo obok waleta karo.,Place the queen of diamonds next to the jack of diamonds.,You should place a karo lady next to a karo jack.,0.0
128,%s: %s w linii %d pliku %s,%s: %s in line %d of file %s,%s: %s in line%d file%s,0.0
129,Dodaje tekst i komentarze do dokumentów PDF oraz PostScript,Add text and annotations to PDF and PostScript documents,Adds text and comments to PDF and PostScript documents,0.513
130,"Dwuwymiarowa, strategiczna symulacja czasu rzeczywistego, skupiająca się na ekonomii i budowie budynków",A 2D real time strategy simulation with an emphasis on economy and city building,Two-dimensional strategic real-time simulation focusing on economics and building construction,0.0
131,Sprawdź i porównaj zainstalowane profile kolorów,Inspect and compare installed color profiles,Check and compare installed color profiles,0.76
132,Odnajdywanie energii linii spektralnych promieniowania X,Find the energy of X-ray spectral lines,Energy discovery of X-ray spectral lines,0.435
133,Pobiera i uruchamia obraz ISO Ubuntu w maszynie wirtualnej,Download and run an Ubuntu ISO in a Virtual Machine,Gets and runs an ISO Ubuntu image in a virtual machine,0.283
134,"Twórz notatki, łącz pomysły, zorganizuj swoje życie!","Take notes, link ideas, and stay organized","Create notes, combine ideas, organize your life!",0.0
135,"Bazująca na libavg multidotykowa adaptacja popularnej gry Planarity, aka Untangle","A libavg based multitouch adaption of the popular game Planarity, aka Untangle","libavg based multi-touch adaptation of the popular game Planarity, aka Untangle",0.634
136,Nie można ustawić n-cykli %u do odtwarzania: %s,Unable to set nperiods %u for playback: %s,Unable to set n-cyclic%u to play: %s,0.0
137,Uruchamia klienta Wicd bez ikony w obszarze powiadamiania,Start the Wicd client without system tray icon,Launches the Wicd client without an icon in the notification area,0.251
138,Uruchomienie serwera LTSP z Live CD,Starts an LTSP server from the live CD,Launch LTSP Server with Live CD,0.0
139,Program wizualizacji kryształów i struktur molekularnych,Crystalline and Molecular Structure Visualisation Program,Crystals and molecular structures visualization program,0.0
140,Odtwarzanie pliku Creative Labs Channel '%s'...,Playing Creative Labs Channel file '%s'...,Playing Creative Labs Channel file '%s'...,1.0
141,Należy umieścić damę pik obok waleta pik.,Place the queen of spades next to the jack of spades.,You should place the lady of spades next to the jack of spades.,0.619
142,"Konwersja plików audio, ripowanie CD, narzędzie ReplayGain","Audio file converter, CD ripper and Replay Gain tool","Conversion of audio files, CD riping, ReplayGain tool",0.0
143,Usuwa zrzut pamięci ze zgłoszenia po regeneracji śladu stosu.,Remove the core dump from the report after stack trace regeneration,Removes the memory dump from the submission after the stack trace is regenerated.,0.0
144,Program do tworzenia i edycji projektów układów elektronicznych za pomocą xgsch2pcb,Create and edit electronics projects with xgsch2pcb,Program to create and edit electronic chip projects using xgsch2pcb,0.0
145,Zagraj w Go w trybie online i z komputerem. Przeglądaj i edytuj pliki SGF,"Play Go online and against computer, view and edit SGF files",Play Go online and with your computer. Browse and edit SGF files,0.441
146,Zapis zrzutów ekranu w postaci pojedyńczych zdjęć lub filmu,Record a video or take a screenshot of your screen,Record screenshots in the form of single photos or video,0.0
147,Notatnik z segregowaniem hierarchicznym do zapisywania notatek i pomysłów,hierarchical notebook to enter and manage notes and ideas,Notebook with hierarchical segregation for saving notes and ideas,0.0
148,"Tryb nieprawidłowy, w regułach zabraniających znacznik ""x"" nie może być poprzedzony znacznikiem wykonania ""i"", ""p"" lub ""u""","Invalid mode, in deny rules 'x' must not be preceded by exec qualifier 'i', 'p', or 'u'","Invalid mode, in rules forbidding the tag “x” cannot be preceded by the execution marker “i”, “p”, or “u”",0.0
149,Graficzny interfejs użytkownika dla zestawu mCRL2,Graphical front end for mCRL2 toolset,Graphical UI for mCRL2,0.0
150,"Pokaż wskaźnik Gnome - menu główne, klasyczne",Indicator applet to show the Gnome Classic main menu,"Show Gnome Indicator - Main Menu, Classic",0.0
151,"Brak wystarczającej ilości wolnego miejsca na dysku, aby przetworzyć to zgłoszenie.",There is not enough disk space available to process this report.,Not enough free disk space to process this submission.,0.0
152,"Przepraszamy, wystąpił błąd podczas instalowania oprogramowania.","Sorry, a problem occurred while installing software.","Sorry, there was an error when installing the software.",0.0
153,"Narzędzie dla nauczycieli pozwalające między innymi, na kontrolę komputerów uczniów",Teacher tool to control classroom computers,"Teachers' tool allowing, among other things, to control students' computers",0.0
154,Proste lecz solidne narzędzie do nagrywania dźwięku,Simple but solid audio recording tool,Simple but robust sound recording tool,0.0
155,Pełne wsparcie dla Funcube Dongle API firmware 18f lub późniejszych,full support for the Funcube Dongle API available with firmware 18f or later,Full support for Funcube Dongle API firmware 18f or later,0.357
156,Określa program w trybie zgłaszania błędu. Dodaje do zgłoszenia większą ilość informacji (pid jest podany jako jedyny parametr).,"Specify a running program in --file-bug mode. If this is specified, the bug report will contain more information. (Implied if pid is given as only argument.)",Specifies the program in error reporting mode. Adds more information to the submission (pid is given as the only parameter).,0.132
157,Wznawianie zawiesiło się bardzo blisko końca tego procesu i wygląda na ukończony poprawnie.,The resume processing hung very near the end and will have appeared to have completed normally.,The hovering has suspended very close to the end of this process and looks to be completed correctly.,0.0
158,Na sześciokątnej sieci dopasuj do siebie spadające bloki,Fit falling blocks together on a hexagonal grid,"On a hexagonal network, match falling blocks",0.0
159,Pobieranie z sieci Usenet z pomocą plików NZB,Download from the Usenet with the help of NZB files,Downloading from Usenet with NZB files,0.0
160,Odeprzyj przeciwników wypełnieniając ich sieci odpadkami.,Defeat your opponent by filling up their grid up with garbage.,Fend off your opponents by filling their nets with waste.,0.0
161,Graficzny kreator Unixa dla elementów pośredniczących (wrapper) z GNUstep,Graphically create Unix application wrappers for GNUstep,Unix graphic wizard for intermediaries (wrapper) with GNUstep,0.0
162,Zapis C# w interaktywnym shellu oraz wstrzykiwanie Twojego kodu do działających procesów,"Write C# in an interactive shell, and inject your code into running Mono processes",Save C# in an interactive shell and inject your code into working processes,0.693
163,Opaski uciskowej należy używać wyłącznie w ostateczności,Tourniquets are not recommended unless in the direst emergency,The tourniquet should only be used as a last resort,0.0
164,Tworzenie i edycja napisów do filmów i nagrań wideo.,Create and edit subtitles for film and videos.,Create and edit subtitles for videos and videos.,0.595
165,Odbiornik audio sygnału IQ częstotliwości pośredniej,Audio IQ signal intermediate frequency receiver,Intermediate frequency IQ audio receiver,0.0
166,"Pozwala na błyskawiczne uruchamianie programów, odnajdywanie muzyki, kontaktów i wielu innych zawartości komputera","Do things as quickly as possible (but no quicker) with your files, bookmarks, applications, music, contacts, and more!","Enables you to start programs instantly, find music, contacts, and many more computer content",0.0
167,"Zegary dla różnych stref czasowych oraz alarmy, stoper i czasomierz","Clocks for world times, plus alarms, stopwatch and a timer","Clocks for different time zones and alarms, stopwatch and timer",0.0
168,Dostęp do historii połączeń i książki telefonicznej Fritz!Box. Aplikacja powiadamia o połączeniach przychodzących i wychodzących,Access call history and phone book of your Fritz!Box and get notifications on incoming and outgoing calls.,Access the call history and phone book Fritz! Box. App alerts incoming and outgoing calls,0.368
169,DXX-Rebirth port źródłowy gry Descent 2: Counterstrike z 1996...,DXX-Rebirth source port of Descent 2: Counterstrike from 1996...,DXX-Rebirth source port Descent 2: Counterstrike from 1996...,0.597
170,Należy umieścić karty w porządku najbardziej pasującym do obecnego układu.,Aim to place the suits in the order which fits the current layout most naturally.,You should place the cards in order most fitting the current layout.,0.0
171,Należy umieścić trójkę pik obok dwójki pik.,Place the three of spades next to the two of spades.,Put a three of spades next to the two spades.,0.59
172,Interfejs graficzny dla CVS oraz Subversion,A graphical frontend to CVS and Subversion.,Graphics interface for CVS and Subversion,0.0
