,Sentences_from,Sentences_to,Translated_sentences,BLEU
44,Program do tworzenia diagramów TikZ (z pakietu LaTeX pgf),Program for creating TikZ (from the LaTeX pgf package) diagrams,Program for creating TikZ diagrams (from LaTeX pgf package),0.405
45,Wieloplatformowy interfejs dla skanera bezpieczeństwa Nmap,A cross-platform GUI for the Nmap Security Scanner.,Multi-platform interface for Nmap security scanner,0.0
46,"Analiza filogenezy oraz dopasowań sekwencji DNA, RNA, białek, peptydów i nukleotydów",Global multiple nucleotide or peptide sequence alignment and phylogenetic analysis,"Analysis of phylogeny and DNA, RNA, protein, peptide and nucleotide sequence matches",0.0
47,"Rozwijany emulator terminala, bazujący na technologii konsoli KDE",A drop-down terminal emulator based on KDE Konsole technology.,"Terminal emulator under development, based on KDE console technology",0.0
48,Interfejs graficzny do zarządzania aplikacjami Screenlets,A graphical tool to manage your Screenlets.,Graphical interface for managing Screenlets applications,0.0
49,Zostań dowódcą łodzi podwodnej w środowisku głębokiego oceanu,Command a submarine in a deep ocean environment,Become a submarine commander in a deep ocean environment,0.525
50,"Trzymaj w ryzach zadania, zasoby i koszty swoich projektów","Handle the tasks, resources, and cost of your projects","Keep the tasks, resources and costs of your projects in check",0.346
51,Aplikacja do testowania wszystkich funkcji guiqwt.,you can use this applications to test all guiqwt features.,Application to test all guiqwt functions.,0.263
52,"Przeglądarka biosygnałów EEG, EMG i ECG. http://sigviewer.sf.net","Viewer for biosignals such as EEG, EMG, and ECG. http://sigviewer.sf.net","EEG, EMG and ECG bios viewer. http://sigviewer.sf.net",0.291
53,Mission Pack 2 dla klasycznej strzelanki FPS,Mission Pack 2 for the classic first person shooter,Mission Pack 2 for classic FPS shooter,0.33
54,Podłączenie do maszyn zdalnych z użyciem Secure Shell,Connect to a remote computer using Secure Shell,Connect to remote machines using Secure Shell,0.0
55,"Ścieżka do pliku z danymi uwierzytelnienia bazy danych problemów. Opcja używana podczas podawania identyfikatora problemu w celu przesłania ponownie prześledzonego śladu stosu (tylko jeśli nie użyto -g, -o, oraz -s)","Path to a file with the crash database authentication information. This is used when specifying a crash ID to upload the retraced stack traces (only if neither -g, -o, nor -s are specified)","The path to the database authentication data file is problematic. Option used when specifying a problem ID to send a re-traced stack trace (only if-g, -o, and-s are not used)",0.13
56,Menedżer LAN z powłoką do zdalnego wykonywania poleceń,Remote shell command executor and LAN manager,LAN Manager with remote command execution shell,0.0
57,Synchronizacja plików pomiędzy wieloma komputerami z systemem kontroli wersji (domyślnie z Git),Synchronize and version your files across multiple computers with distributed version control (by default with Git),Synchronize files between multiple computers with version control (default Git),0.0
58,"-d, --default wyświetlenie domyślnej listy kontroli dostępu","-d, --default display the default access control list","-d, --default display the default Access Control List",1.0
59,"-m, --modify=acl zmiana aktualnego(ych) ACL(-i) pliku(ów) -M, --modify-file=plik odczyt z pliku pozycji ACL do zmodyfikowania -x, --remove=acl usunięcie wpisów z ACL(-i) pliku(ów) -X, --remove-file=plik odczyt z pliku pozycji ACL do usunięcia -b, --remove-all usunięcie wszystkich rozszerzonych pozycji ACL -k, --remove-default usunięcie domyślnego ACL","-m, --modify=acl modify the current ACL(s) of file(s) -M, --modify-file=file read ACL entries to modify from file -x, --remove=acl remove entries from the ACL(s) of file(s) -X, --remove-file=file read ACL entries to remove from file -b, --remove-all remove all extended ACL entries -k, --remove-default remove the default ACL","-m, --modify=acl modify the current ACL file(S)-M, --modify-file=file read from the file of the ACL position to modify-x, --remove=acl delete entries from the ACL file (s)- X, --remove-file=file read from the file of the ACL position to delete-b, --remove-all delete all extended ACL positions-k, --remove-default delete default ACL",0.177
60,Dodaje dodatkową etykietę do zgłoszenia. Można użyć kilkukrotnie.,Add an extra tag to the report. Can be specified multiple times.,Adds an additional label to the application. Can be used several times.,0.0
61,%s: nie można odczytać domyślnego ACL dla '%s': %s,%s: cannot get default ACL on '%s': %s,%s: cannot read default ACL for '%s': %s,0.0
62,Interfejs graficzny Qt dla GNU Octave,Graphical Qt frontend for GNU Octave,QT GUI for GNU Octave,0.0
63,Wersja profilu nie jest obsługiwana przez moduł Apparmor,Profile version not supported by Apparmor module,The profile version is not supported by Apparmor,0.424
64,Demontaż stosu kafli poprzez usuwanie pasujących par,Disassemble a pile of tiles by removing matching pairs,Removing the tile stack by removing matching pairs,0.298
65,Procesor czasu rzeczywistego audio bazujący na manipulacji spektrum częstotliwości,Realtime audio processor based on frequency spectral manipulation,Real-time audio processor based on frequency spectrum manipulation,0.707
66,%s: przydzielenie pamięci dla punktu montowania bazy poddomeny nie powiodło się,%s: Could not allocate memory for subdomainbase mount point,%s: memory allocation for subdomain base mount point failed,0.0
67,"Administracja serwerem plików, drukowania oraz domen SAMBA","SAMBA file, print and domain server administration","Administration of Samba file, print, and domain servers",0.558
68,Niewielki menedżer plików dla X Window,A lightweight file manager for X Window,Small file manager for X Window,0.615
69,Należy przenieść ~a na siódemkę trefl.,Move ~a onto the seven of clubs.,Move ~ a to the seven of clubs.,0.489
70,Błąd w profilu %s. Wczytanie nie powiodło się.,"ERROR in profile %s, failed to load",Error in profile % s.loading failed.,0.0
71,Program transferu danych dla Sony HiMD Walkman,Transfer software for Sony HiMD Walkman,Data transfer Program for Sony HiMD Walkman,0.455
72,Odtwórz i sprawdź ślady generowane przez apitrace,Play back and inspect traces generated by apitrace,Play and check tracks generated by apitrace,0.0
73,Analizator danych statystycznych - darmowa alternatywa dla SPSS,Analyze statistical data with a free alternative to SPSS,Statistical data analyzer - free alternative to SPSS,0.355
74,Zagraj w oryginalną gre Quake III Arena,Play the original Quake III Arena,Play the original Quake III Arena game,0.846
75,Należy przenieść ~a na puste dolne miejsce.,Move ~a onto an empty bottom slot.,Move ~ a to the empty bottom space.,0.0
76,Edytor tagów MP3 i Ogg Vorbis,MP3 and Ogg Vorbis tag editor,MP3 and Ogg Vorbis tag editor,1.0
77,Należy przenieść ~a na ósemkę trefl.,Move ~a onto the eight of clubs.,Move ~ a onto the eight of clubs.,1.0
78,Dwuwymiarowa gra w stylu kultowych platformówek,A 2D platform game with style similar to classic sidescroller games,Two-dimensional game in the style of cult platformers,0.0
79,Profesjonalne zarządzanie fotografiami dzięki potędze otwartego oprogramowania,Manage your photographs like a professional with the power of open source,Professional photo management with the power of open source software,0.434
80,Należy przenieść ~a na siódemkę karo.,Move ~a onto the seven of diamonds.,Move ~ a onto the seven of diamonds.,1.0
81,Konfiguracja obsługi wielu języków w systemie,Configure multiple and native language support on your system,Configuring multi-language support on the system,0.0
82,Interfejs graficzny dla narzędzi do zarządzania dyskami,Configure LVM in a graphical setting,Graphical interface for disk management tools,0.0
83,Zobacz wszystkie znaki czcionek we wszystkich rozmiarach.,View all characters of font in all sizes.,See all font characters in all sizes.,0.0
84,Graj w gry z Sega Master System i Game Gear,Play Sega Master System and Game Gear games,Play games with Sega Master System and Game Gear,0.645
85,Chińska gra GO. Graj z drugim graczem lub komputerem,Play Go against human or computer opponents,Chinese game go. Play with a second player or computer,0.0
86,Wyświetla i modyfikuje atrybuty ACL oraz użytkownika plików lub folderów,View or change ACL and User Extended Attributes on files and directories,Displays and modifies the ACL and user attributes of files or folders,0.0
87,"Pozwala na tworzenie płyt video CD i DVD, które można później odtwarzać w domowych odtwarzaczach DVD","Allows to create video CDs and DVDs, suitable to be reproduced in home DVD players",Allows you to create video CDs and DVDs that you can later play on your home DVD players,0.346
88,"Gra typu puzzle, oparta na sześciokątnych elementach",Puzzle game based on hexagonal tiles,Puzzle game based on hexagonal elements,0.76
89,Interfejs graficzny umożliwiający bezproblemowe zapisywanie obrazów skanowanych obiektów w formacie PDF,A GUI to aid the scan-to-PDF process,Graphical interface for easy saving of scanned object images in PDF format,0.0
90,Program do powolnej obsługi alfabetu Morse'a (CW QRSS) na dwóch częstotliwościach (DFCW),slow CW (QRSS) / dual-frequency CW (DFCW),Program for slow operation of Morse code (CW QRSS) on two frequencies (DFCW),0.0
91,Chinese Input Method (Use Light weight UI),Chinese Input Method (Use Light weight UI),Chinese Input Method (Use Light weight UI),1.0
92,Dwuwymiarowa wojna czołgów dla kilku graczy z dzielonym ekranem,fast 2D tank arcade game with multiplayer and split-screen modes,Two-dimensional multi-player tank war with a split screen,0.0
93,Powiadamianie o nowych wiadomościach poczty e-mail,Gnubiff is a mail notification program.,Notification of new e-mail messages,0.0
94,Zarządzanie harmonogramem nagrań oraz przegląd EPG stacji telewizyjnych,Schedule recordings and browse program guide,Manage your recording schedule and review your TV stations ' EPG,0.0
95,Pokazuje status instancji EC2 uruchomionych na określonym koncie.,Shows Status of EC2 instances running on given account.,Shows the status of EC2 instances running on the specified account.,0.505
96,%s: wewnętrzne przepełnienie bufora; przekroczono %d znaków,"%s: Internal buffer overflow detected, %d characters exceeded",%s: internal buffer overflow; exceeded %d characters,0.427
97,Optymalizacja prawdopodobieństwa znalezienia sex partnera na stronach randkowych,Optimize your probabilities to have sex on dating websites,Optimize the likelihood of finding a sex partner on dating sites,0.0
98,Dodanie informacji o czasie do logów dla operacji trybu wsadowego (batch operation),"Prepend timestamps to log messages, for batch operation",Add time information to batch operation logs,0.0
99,Błąd alokacji pamięci: Nie można usunąć ^%s,Memory Allocation Error: Unable to remove ^%s,Memory allocation error: could not delete ^%s,0.0
100,Należy przenieść ~a na puste miejsce rezerwy.,Move ~a onto an empty reserve slot.,Move ~ a to an empty reserve space.,0.0
101,Konfiguracja i zarządzenie kontem Ubuntu One,Configure and manage your Ubuntu One account,Ubuntu One account configuration and management,0.0
102,Tworzy kopie zapasowe oraz synchronizuje dane,Backup & sync your data with the power of rsync,Creates backups and synchronizes data,0.0
103,"Klon gry ""Nebulus"", znanej ze starych 8 i 16 bitowych komputerów",A clone of the 'Nebulus' game on old 8 and 16 bit machines.,"Clone of the game ""Nebulus"", known from Old 8 and 16 bit computers",0.409
104,Należy przenieść ~a na damę pik.,Move ~a onto the queen of spades.,Move ~ a onto the queen of spades.,1.0
105,"Ten błąd został już zgłoszony w raporcie wyświetlonym w przeglądarce internetowej. Proszę sprawdzić, czy można dodać jakiekolwiek dalsze informacje, które mogą być pomocne twórcom programu.",This problem was already reported in the bug report displayed in the web browser. Please check if you can add any further information that might be helpful for the developers.,This error has already been reported in a report displayed in a web browser. Please see if you can add any further information that may be helpful to the developers of the program.,0.338
106,Prosta aplikacja do komunikacji przez podczerwień (port IrDA),A simple OBEX file transfer applet,Simple application for infrared communication (IrDA port),0.0
107,Odtwarzacz wideo z funkcją synchronizacji gniazda Jack oraz MIDI,A simple video player that gets sync from jack transport.,Video player with Jack and MIDI sync function,0.0
108,Łap złych przeciwników w bańki i eliminuj ich. Opcja gry dla wielu zawodników z obsługą sieci.,Kill evil enemies by catching them into bubbles and smashing those,Catch the bad enemies in the bubbles and eliminate them. Multiplayer game option with network support.,0.0
109,Należy przenieść ~a na piątkę trefl.,Move ~a onto the five of clubs.,Move ~ a onto the five of clubs.,1.0
110,Zarządzanie i konfiguracja JACK i ladish,Manage and configure JACK and ladish,Management and configuration of JACK and ladish,0.0
111,"Aplikacja dla radioamatorów, zapisująca dane QSO dla LoTW",Sign QSO data for upload to LoTW,"Application for radio amateurs, saving QSO data for LoTW",0.0
112,Błąd: katalog bazowy %s nie jest katalogiem. Pominięto.,"Error: basedir %s is not a directory, skipping.",Error: the base directory % s is not a directory. Missed.,0.421
113,Wyświetla analogowe dane wyjścia układów elektronicznych np. programu Spice,A waveform viewer eg for spice simulators,"Displays Analog output data of electronic systems, e.g. Spice",0.0
114,Zestaw narzędzi graficznych do tworzenia i zarządzania bazami danych,A graphical toolkit for database administration and development,A set of graphical tools for creating and managing databases,0.0
115,Symulator różnych typów liczydeł (wersja Motif),simulation of the ancient calculator (Motif version),Simulator of different types of Abacus (Motif version),0.0
116,Narzędzie do teorii grafów dla profesorów i studentów,Graph Theory Tool for Professors and Students.,Graph theory tool for professors and students,1.0
117,Należy przenieść ~a na siódemkę kier.,Move ~a onto the seven of hearts.,Move ~ a onto the seven of hearts.,1.0
118,Narzędzie do śledzenia cykli menstruacyjnych i przewidywania okresów płodności,Utility for tracking menstrual cycles and predicting fertility periods,A tool to track menstrual cycles and predict fertility periods,0.0
119,Zanim przejdziesz przez ulicę rozejrzyj się na obie strony,Look both ways before you cross the street,"Before you cross the street, look both ways.",0.691
120,Interfejs graficzny dla serwera muzyki Ampache,Stand alone front end for Ampache.,Graphical interface for Ampache music server,0.0
121,Twórz interaktywne aplety i konstrukcje matematyczne,Create interactive mathematical constructions and applets.,Create interactive applications and mathematical constructions,0.0
122,%s: nie można odczytać domyślnego tekstu ACL dla '%s': %s,%s: cannot get default ACL text on '%s': %s,%s: cannot read default ACL text for '%s': %s,0.0
123,Konfiguracja IcedTea Web (javaws orz plugin),Configure IcedTea Web (javaws and plugin),IcedTea Web configuration (javaws orz plugin),0.0
124,Należy przenieść ~a na czwórkę trefl.,Move ~a onto the four of clubs.,Move ~ a to the four of clubs.,0.489
125,Symuluje proces prześwietlania promieniami rentgenowskimi za pomocą tomografu komputerowego,Simulate the process of X-ray Computed Tomography,Simulates the process of X-ray scanning using a computer tomograph,0.268
126,Pięknie i profesjonalnie łączy zdjęcia z Twojej kolekcji,Create beautiful and professional photo layouts from your photos,Beautifully and professionally combines photos from your collection,0.0
127,Należy umieścić damę karo obok waleta karo.,Place the queen of diamonds next to the jack of diamonds.,Place the queen of diamonds next to the jack of diamonds.,1.0
128,%s: %s w linii %d pliku %s,%s: %s in line %d of file %s,%s: %s in line %d of file %s,1.0
129,Dodaje tekst i komentarze do dokumentów PDF oraz PostScript,Add text and annotations to PDF and PostScript documents,Adds text and comments to PDF and PostScript documents,0.513
130,"Dwuwymiarowa, strategiczna symulacja czasu rzeczywistego, skupiająca się na ekonomii i budowie budynków",A 2D real time strategy simulation with an emphasis on economy and city building,"Two-dimensional, strategic real-time simulation focusing on economics and building construction",0.0
131,Sprawdź i porównaj zainstalowane profile kolorów,Inspect and compare installed color profiles,Check and compare installed color profiles,0.76
132,Odnajdywanie energii linii spektralnych promieniowania X,Find the energy of X-ray spectral lines,Energy discovery of X-ray spectral lines,0.435
133,Pobiera i uruchamia obraz ISO Ubuntu w maszynie wirtualnej,Download and run an Ubuntu ISO in a Virtual Machine,Downloads and runs an Ubuntu ISO image in a virtual machine,0.355
134,"Twórz notatki, łącz pomysły, zorganizuj swoje życie!","Take notes, link ideas, and stay organized","Create notes, connect ideas, organize your life!",0.0
135,"Bazująca na libavg multidotykowa adaptacja popularnej gry Planarity, aka Untangle","A libavg based multitouch adaption of the popular game Planarity, aka Untangle","A libavg-based multi-touch adaptation of the popular game Planarity, aka Untangle",0.549
136,Nie można ustawić n-cykli %u do odtwarzania: %s,Unable to set nperiods %u for playback: %s,Cannot set n-cycles %u to play: %s,0.0
137,Uruchamia klienta Wicd bez ikony w obszarze powiadamiania,Start the Wicd client without system tray icon,Launches the Wicd client without an icon in the notification area,0.251
138,Uruchomienie serwera LTSP z Live CD,Starts an LTSP server from the live CD,Starting the Ltsp server from a Live CD,0.0
139,Program wizualizacji kryształów i struktur molekularnych,Crystalline and Molecular Structure Visualisation Program,Visualization Program for crystals and molecular structures,0.0
140,Odtwarzanie pliku Creative Labs Channel '%s'...,Playing Creative Labs Channel file '%s'...,Playing the Creative Labs channel file '%s'...,0.673
141,Należy umieścić damę pik obok waleta pik.,Place the queen of spades next to the jack of spades.,Place the queen of spades next to the jack of spades.,1.0
142,"Konwersja plików audio, ripowanie CD, narzędzie ReplayGain","Audio file converter, CD ripper and Replay Gain tool","Audio file conversion, CD ripping, ReplayGain tool",0.0
143,Usuwa zrzut pamięci ze zgłoszenia po regeneracji śladu stosu.,Remove the core dump from the report after stack trace regeneration,Removes the memory dump from the report after regenerating the stack trace.,0.381
144,Program do tworzenia i edycji projektów układów elektronicznych za pomocą xgsch2pcb,Create and edit electronics projects with xgsch2pcb,A Program for creating and editing electronic circuit designs using xgsch2pcb,0.0
145,Zagraj w Go w trybie online i z komputerem. Przeglądaj i edytuj pliki SGF,"Play Go online and against computer, view and edit SGF files",Play it online and with your computer. Browse and edit SGF files,0.274
146,Zapis zrzutów ekranu w postaci pojedyńczych zdjęć lub filmu,Record a video or take a screenshot of your screen,Save screenshots as single photos or videos,0.0
147,Notatnik z segregowaniem hierarchicznym do zapisywania notatek i pomysłów,hierarchical notebook to enter and manage notes and ideas,Notepad with hierarchical segregation for saving notes and ideas,0.0
148,"Tryb nieprawidłowy, w regułach zabraniających znacznik ""x"" nie może być poprzedzony znacznikiem wykonania ""i"", ""p"" lub ""u""","Invalid mode, in deny rules 'x' must not be preceded by exec qualifier 'i', 'p', or 'u'","Invalid mode, in the rules prohibiting the ""x"" tag cannot be preceded by the ""i"", ""p"" or ""u""Execution tag",0.0
149,Graficzny interfejs użytkownika dla zestawu mCRL2,Graphical front end for mCRL2 toolset,Graphical user interface for mCRL2,0.0
150,"Pokaż wskaźnik Gnome - menu główne, klasyczne",Indicator applet to show the Gnome Classic main menu,"Show GNOME pointer-main menu, classic",0.0
151,"Brak wystarczającej ilości wolnego miejsca na dysku, aby przetworzyć to zgłoszenie.",There is not enough disk space available to process this report.,There is not enough free disk space to process this request.,0.378
152,"Przepraszamy, wystąpił błąd podczas instalowania oprogramowania.","Sorry, a problem occurred while installing software.","Sorry, there was an error while installing the software.",0.0
153,"Narzędzie dla nauczycieli pozwalające między innymi, na kontrolę komputerów uczniów",Teacher tool to control classroom computers,"A tool for teachers to monitor students ' computers, among other things",0.0
154,Proste lecz solidne narzędzie do nagrywania dźwięku,Simple but solid audio recording tool,Simple yet robust audio recording tool,0.0
155,Pełne wsparcie dla Funcube Dongle API firmware 18f lub późniejszych,full support for the Funcube Dongle API available with firmware 18f or later,Full support for Funcube dongle API firmware 18f or later,0.357
156,Określa program w trybie zgłaszania błędu. Dodaje do zgłoszenia większą ilość informacji (pid jest podany jako jedyny parametr).,"Specify a running program in --file-bug mode. If this is specified, the bug report will contain more information. (Implied if pid is given as only argument.)",Specifies the program in error reporting mode. Adds more information to the report (PID is given as the only parameter).,0.135
157,Wznawianie zawiesiło się bardzo blisko końca tego procesu i wygląda na ukończony poprawnie.,The resume processing hung very near the end and will have appeared to have completed normally.,The resumption has stalled very close to the end of this process and appears to have completed correctly.,0.0
158,Na sześciokątnej sieci dopasuj do siebie spadające bloki,Fit falling blocks together on a hexagonal grid,On the hexagonal grid match the falling blocks,0.0
159,Pobieranie z sieci Usenet z pomocą plików NZB,Download from the Usenet with the help of NZB files,Download from Usenet using NZB files,0.0
160,Odeprzyj przeciwników wypełnieniając ich sieci odpadkami.,Defeat your opponent by filling up their grid up with garbage.,Repel your opponents by filling their nets with garbage.,0.0
161,Graficzny kreator Unixa dla elementów pośredniczących (wrapper) z GNUstep,Graphically create Unix application wrappers for GNUstep,Gnustep graphical Unix wrapper Wizard,0.0
162,Zapis C# w interaktywnym shellu oraz wstrzykiwanie Twojego kodu do działających procesów,"Write C# in an interactive shell, and inject your code into running Mono processes",Writing C# in an interactive shell and injecting your code into running processes,0.545
163,Opaski uciskowej należy używać wyłącznie w ostateczności,Tourniquets are not recommended unless in the direst emergency,Use the tourniquet only as a last resort,0.0
164,Tworzenie i edycja napisów do filmów i nagrań wideo.,Create and edit subtitles for film and videos.,Create and edit subtitles for movies and videos.,0.595
165,Odbiornik audio sygnału IQ częstotliwości pośredniej,Audio IQ signal intermediate frequency receiver,Intermediate frequency IQ audio receiver,0.0
166,"Pozwala na błyskawiczne uruchamianie programów, odnajdywanie muzyki, kontaktów i wielu innych zawartości komputera","Do things as quickly as possible (but no quicker) with your files, bookmarks, applications, music, contacts, and more!","It allows you to instantly launch programs, find music, contacts and many other computer contents",0.0
167,"Zegary dla różnych stref czasowych oraz alarmy, stoper i czasomierz","Clocks for world times, plus alarms, stopwatch and a timer","Clocks for different time zones and alarms, stopwatch and timer",0.0
168,Dostęp do historii połączeń i książki telefonicznej Fritz!Box. Aplikacja powiadamia o połączeniach przychodzących i wychodzących,Access call history and phone book of your Fritz!Box and get notifications on incoming and outgoing calls.,Access to Fritz's call history and phone book!Box. The app notifies you of incoming and outgoing calls,0.303
169,DXX-Rebirth port źródłowy gry Descent 2: Counterstrike z 1996...,DXX-Rebirth source port of Descent 2: Counterstrike from 1996...,Dxx-Rebirth source port of descent 2: counterstrike from 1996...,1.0
170,Należy umieścić karty w porządku najbardziej pasującym do obecnego układu.,Aim to place the suits in the order which fits the current layout most naturally.,Place the cards in the order that most closely matches the current layout.,0.0
171,Należy umieścić trójkę pik obok dwójki pik.,Place the three of spades next to the two of spades.,Place the three of spades next to the two of spades.,1.0
172,Interfejs graficzny dla CVS oraz Subversion,A graphical frontend to CVS and Subversion.,Graphical interface for CVS and Subversion,0.0
