,Sentences_from,Sentences_to,Translated_sentences,BLEU
34,Wyświetla ponownie wyśledzone ślady stosu i pyta o potwierdzenie przez wysłaniem ich do bazy błędów.,Display retraced stack traces and ask for confirmation before sending them to the crash database.,display the re-traced stack traces and ask for confirmation before sending them to the bug database.,0.754
35,Aplet powiadomień poczty Gmail dla KDE,A Gmail notifier applet for KDE,gmail notification applet for kde,0.0
36,"%s: analiza wiersza ""%s"" nie powiodła się",%s: Unable to parse input line '%s',% s: parsing the line &quot;% s&quot; failed,0.0
37,Aplikacja do wyświetlania informacji o oknach i środowisku graficznym,A window information utility for X,application for displaying information about windows and the graphical environment,0.0
38,Należy umieścić damę kier obok waleta kier.,Place the queen of hearts next to the jack of hearts.,place the queen of hearts next to the hearts jack.,0.718
39,"Przykładowe zgłoszenie zawiera informacje o pojemności dysku komputera, podłączonych urządzeniach czy ilości aktualnie uruchomionych programów.","This includes things like how many programs are running, how much disk space the computer has, and what devices are connected.","an example application contains information about the computer&#39;s disk capacity, connected devices or the number of currently running programs.",0.0
40,Łączy aplikacje audio i MIDI w jedną sesję dźwiękową,Connect audio and MIDI applications together and manage audio sessions,it combines audio and midi applications into one audio session,0.278
41,Uniwersalny odtwarzacz filmów i piosenek karaoke,Universal karaoke songs and movies player,universal player for karaoke movies and songs,0.0
42,"Roztop górę lodową na małe kawałki, aby uwięzić pingwiny!","Melt an iceberg into small pieces, in order to trap the penguins",melt the iceberg into small pieces to trap the penguins!,0.437
43,Przeglądaj system plików z menedżerem plików,Browse the filesystem with the file manager,browse the file system with a file manager,0.0
44,Program do tworzenia diagramów TikZ (z pakietu LaTeX pgf),Program for creating TikZ (from the LaTeX pgf package) diagrams,tikz diagramming program (from latex pgf package),0.0
45,Wieloplatformowy interfejs dla skanera bezpieczeństwa Nmap,A cross-platform GUI for the Nmap Security Scanner.,cross-platform interface to the nmap security scanner,0.366
46,"Analiza filogenezy oraz dopasowań sekwencji DNA, RNA, białek, peptydów i nukleotydów",Global multiple nucleotide or peptide sequence alignment and phylogenetic analysis,"analysis of phylogeny and sequence matches of dna, rna, proteins, peptides and nucleotides",0.0
47,"Rozwijany emulator terminala, bazujący na technologii konsoli KDE",A drop-down terminal emulator based on KDE Konsole technology.,a developed terminal emulator based on kde console technology,0.485
48,Interfejs graficzny do zarządzania aplikacjami Screenlets,A graphical tool to manage your Screenlets.,graphical interface for managing screenlets applications,0.0
49,Zostań dowódcą łodzi podwodnej w środowisku głębokiego oceanu,Command a submarine in a deep ocean environment,become a submarine commander in a deep ocean environment,0.525
50,"Trzymaj w ryzach zadania, zasoby i koszty swoich projektów","Handle the tasks, resources, and cost of your projects","keep the tasks, resources and costs of your projects in check",0.346
51,Aplikacja do testowania wszystkich funkcji guiqwt.,you can use this applications to test all guiqwt features.,application for testing all guiqwt functions.,0.0
52,"Przeglądarka biosygnałów EEG, EMG i ECG. http://sigviewer.sf.net","Viewer for biosignals such as EEG, EMG, and ECG. http://sigviewer.sf.net","eeg, emg and ecg biosignal viewer. http://sigviewer.sf.net",0.291
53,Mission Pack 2 dla klasycznej strzelanki FPS,Mission Pack 2 for the classic first person shooter,mission pack 2 for the classic fps shooter,0.61
54,Podłączenie do maszyn zdalnych z użyciem Secure Shell,Connect to a remote computer using Secure Shell,connection to remote machines using secure shell,0.0
55,"Ścieżka do pliku z danymi uwierzytelnienia bazy danych problemów. Opcja używana podczas podawania identyfikatora problemu w celu przesłania ponownie prześledzonego śladu stosu (tylko jeśli nie użyto -g, -o, oraz -s)","Path to a file with the crash database authentication information. This is used when specifying a crash ID to upload the retraced stack traces (only if neither -g, -o, nor -s are specified)","path to the problem database credentials file. used when specifying the problem identifier to resend the retraced stack trace (only if -g, -o, and -s are not used)",0.0
56,Menedżer LAN z powłoką do zdalnego wykonywania poleceń,Remote shell command executor and LAN manager,lan manager with shell for remote command execution,0.0
57,Synchronizacja plików pomiędzy wieloma komputerami z systemem kontroli wersji (domyślnie z Git),Synchronize and version your files across multiple computers with distributed version control (by default with Git),file synchronization between multiple computers with version control system (default with git),0.0
58,"-d, --default wyświetlenie domyślnej listy kontroli dostępu","-d, --default display the default access control list","-d, --default display the default acl",0.517
59,"-m, --modify=acl zmiana aktualnego(ych) ACL(-i) pliku(ów) -M, --modify-file=plik odczyt z pliku pozycji ACL do zmodyfikowania -x, --remove=acl usunięcie wpisów z ACL(-i) pliku(ów) -X, --remove-file=plik odczyt z pliku pozycji ACL do usunięcia -b, --remove-all usunięcie wszystkich rozszerzonych pozycji ACL -k, --remove-default usunięcie domyślnego ACL","-m, --modify=acl modify the current ACL(s) of file(s) -M, --modify-file=file read ACL entries to modify from file -x, --remove=acl remove entries from the ACL(s) of file(s) -X, --remove-file=file read ACL entries to remove from file -b, --remove-all remove all extended ACL entries -k, --remove-default remove the default ACL","-m, --modify = acl change the current acl (s) of file (s) -m, --modify-file = file read acl entries to modify from file -x, --remove = acl remove entries from acl (s) of file (s) -x, --remove-file = file read acl entries to remove -b, --remove-all remove all extended acl entries -k, --remove-default remove default acl",0.43
60,Dodaje dodatkową etykietę do zgłoszenia. Można użyć kilkukrotnie.,Add an extra tag to the report. Can be specified multiple times.,adds an additional label to the notification. can be used multiple times.,0.0
61,%s: nie można odczytać domyślnego ACL dla '%s': %s,%s: cannot get default ACL on '%s': %s,% s: unable to read default acl for &#39;% s&#39;:% s,0.0
62,Interfejs graficzny Qt dla GNU Octave,Graphical Qt frontend for GNU Octave,qt gui for gnu octave,0.0
63,Wersja profilu nie jest obsługiwana przez moduł Apparmor,Profile version not supported by Apparmor module,the profile version is not supported by the apparmor module,0.0
64,Demontaż stosu kafli poprzez usuwanie pasujących par,Disassemble a pile of tiles by removing matching pairs,dismantle the tile stack by removing the matching pairs,0.0
65,Procesor czasu rzeczywistego audio bazujący na manipulacji spektrum częstotliwości,Realtime audio processor based on frequency spectral manipulation,real-time audio processor based on the manipulation of the frequency spectrum,0.386
66,%s: przydzielenie pamięci dla punktu montowania bazy poddomeny nie powiodło się,%s: Could not allocate memory for subdomainbase mount point,% s: failed to allocate memory for the subdomain base mount point,0.0
67,"Administracja serwerem plików, drukowania oraz domen SAMBA","SAMBA file, print and domain server administration","administration of files, print and samba domains server",0.0
68,Niewielki menedżer plików dla X Window,A lightweight file manager for X Window,a small file manager for x window,0.643
69,Należy przenieść ~a na siódemkę trefl.,Move ~a onto the seven of clubs.,move ~ a to the 7 of clubs.,0.0
70,Błąd w profilu %s. Wczytanie nie powiodło się.,"ERROR in profile %s, failed to load",error in profile% s. loading failed.,0.435
71,Program transferu danych dla Sony HiMD Walkman,Transfer software for Sony HiMD Walkman,data transfer program for sony himd walkman,0.455
72,Odtwórz i sprawdź ślady generowane przez apitrace,Play back and inspect traces generated by apitrace,restore and check the traces generated by apitrace,0.366
73,Analizator danych statystycznych - darmowa alternatywa dla SPSS,Analyze statistical data with a free alternative to SPSS,statistical data analyzer - a free alternative to spss,0.513
74,Zagraj w oryginalną gre Quake III Arena,Play the original Quake III Arena,play the original quake iii arena game,0.846
75,Należy przenieść ~a na puste dolne miejsce.,Move ~a onto an empty bottom slot.,move ~ a to the bottom empty space.,0.0
76,Edytor tagów MP3 i Ogg Vorbis,MP3 and Ogg Vorbis tag editor,mp3 and ogg vorbis tag editor,1.0
77,Należy przenieść ~a na ósemkę trefl.,Move ~a onto the eight of clubs.,move ~ a to the eight of clubs.,0.489
78,Dwuwymiarowa gra w stylu kultowych platformówek,A 2D platform game with style similar to classic sidescroller games,a two-dimensional game in the style of iconic platformers,0.0
79,Profesjonalne zarządzanie fotografiami dzięki potędze otwartego oprogramowania,Manage your photographs like a professional with the power of open source,professional photo management thanks to the power of open source software,0.332
80,Należy przenieść ~a na siódemkę karo.,Move ~a onto the seven of diamonds.,move ~ a to a seven of diamonds.,0.0
81,Konfiguracja obsługi wielu języków w systemie,Configure multiple and native language support on your system,configuration of multi-language support in the system,0.0
82,Interfejs graficzny dla narzędzi do zarządzania dyskami,Configure LVM in a graphical setting,graphical interface for disk management tools,0.0
83,Zobacz wszystkie znaki czcionek we wszystkich rozmiarach.,View all characters of font in all sizes.,see all font signs in all sizes.,0.0
84,Graj w gry z Sega Master System i Game Gear,Play Sega Master System and Game Gear games,play games with sega master system and game gear,0.645
85,Chińska gra GO. Graj z drugim graczem lub komputerem,Play Go against human or computer opponents,chinese go game. play with the other player or the computer,0.0
86,Wyświetla i modyfikuje atrybuty ACL oraz użytkownika plików lub folderów,View or change ACL and User Extended Attributes on files and directories,displays and modifies the acl and user attributes of files or folders,0.0
87,"Pozwala na tworzenie płyt video CD i DVD, które można później odtwarzać w domowych odtwarzaczach DVD","Allows to create video CDs and DVDs, suitable to be reproduced in home DVD players",it allows you to create video cds and dvds that can later be played on home dvd players,0.355
88,"Gra typu puzzle, oparta na sześciokątnych elementach",Puzzle game based on hexagonal tiles,a puzzle game based on hexagonal elements,0.643
89,Interfejs graficzny umożliwiający bezproblemowe zapisywanie obrazów skanowanych obiektów w formacie PDF,A GUI to aid the scan-to-PDF process,a graphical interface that allows you to effortlessly save images of scanned objects in pdf format,0.0
90,Program do powolnej obsługi alfabetu Morse'a (CW QRSS) na dwóch częstotliwościach (DFCW),slow CW (QRSS) / dual-frequency CW (DFCW),slow morse code (cw qrss) program at two frequencies (dfcw),0.0
91,Chinese Input Method (Use Light weight UI),Chinese Input Method (Use Light weight UI),chinese input method (use light weight ui),1.0
92,Dwuwymiarowa wojna czołgów dla kilku graczy z dzielonym ekranem,fast 2D tank arcade game with multiplayer and split-screen modes,two-dimensional tank war for several players with a split screen,0.0
93,Powiadamianie o nowych wiadomościach poczty e-mail,Gnubiff is a mail notification program.,notification of new e-mail messages,0.0
94,Zarządzanie harmonogramem nagrań oraz przegląd EPG stacji telewizyjnych,Schedule recordings and browse program guide,managing the recording schedule and viewing the epg of tv stations,0.0
95,Pokazuje status instancji EC2 uruchomionych na określonym koncie.,Shows Status of EC2 instances running on given account.,shows the status of the ec2 instances running under the specified account.,0.0
96,%s: wewnętrzne przepełnienie bufora; przekroczono %d znaków,"%s: Internal buffer overflow detected, %d characters exceeded",% s: internal buffer overflow; % d characters exceeded,0.5
97,Optymalizacja prawdopodobieństwa znalezienia sex partnera na stronach randkowych,Optimize your probabilities to have sex on dating websites,optimizing the likelihood of finding a sex partner on dating sites,0.0
98,Dodanie informacji o czasie do logów dla operacji trybu wsadowego (batch operation),"Prepend timestamps to log messages, for batch operation",adding time information to logs for batch operation,0.0
99,Błąd alokacji pamięci: Nie można usunąć ^%s,Memory Allocation Error: Unable to remove ^%s,memory allocation error: unable to delete ^% s,0.643
100,Należy przenieść ~a na puste miejsce rezerwy.,Move ~a onto an empty reserve slot.,move ~ a to an empty space in the reserve.,0.0
101,Konfiguracja i zarządzenie kontem Ubuntu One,Configure and manage your Ubuntu One account,configuring and managing your ubuntu one account,0.435
102,Tworzy kopie zapasowe oraz synchronizuje dane,Backup & sync your data with the power of rsync,creates backups and synchronizes data,0.0
103,"Klon gry ""Nebulus"", znanej ze starych 8 i 16 bitowych komputerów",A clone of the 'Nebulus' game on old 8 and 16 bit machines.,"a clone of the game &quot;nebulus&quot;, known from old 8 and 16 bit computers",0.461
104,Należy przenieść ~a na damę pik.,Move ~a onto the queen of spades.,move ~ a to queen of spades.,0.0
105,"Ten błąd został już zgłoszony w raporcie wyświetlonym w przeglądarce internetowej. Proszę sprawdzić, czy można dodać jakiekolwiek dalsze informacje, które mogą być pomocne twórcom programu.",This problem was already reported in the bug report displayed in the web browser. Please check if you can add any further information that might be helpful for the developers.,this error has already been reported in a report displayed in a web browser. please check if you can add any further information that may be of assistance to the developers of the program.,0.418
106,Prosta aplikacja do komunikacji przez podczerwień (port IrDA),A simple OBEX file transfer applet,simple application for infrared communication (irda port),0.0
107,Odtwarzacz wideo z funkcją synchronizacji gniazda Jack oraz MIDI,A simple video player that gets sync from jack transport.,video player with synchronization of jack and midi sockets,0.0
108,Łap złych przeciwników w bańki i eliminuj ich. Opcja gry dla wielu zawodników z obsługą sieci.,Kill evil enemies by catching them into bubbles and smashing those,catch bad opponents in bubbles and eliminate them. multiplayer game option with networking.,0.0
109,Należy przenieść ~a na piątkę trefl.,Move ~a onto the five of clubs.,move ~ a to the 5 of clubs.,0.0
110,Zarządzanie i konfiguracja JACK i ladish,Manage and configure JACK and ladish,jack and ladish management and configuration,0.0
111,"Aplikacja dla radioamatorów, zapisująca dane QSO dla LoTW",Sign QSO data for upload to LoTW,"application for radio amateurs, saving qso data for lotw",0.0
112,Błąd: katalog bazowy %s nie jest katalogiem. Pominięto.,"Error: basedir %s is not a directory, skipping.",error: base directory% s is not a directory. omitted.,0.478
113,Wyświetla analogowe dane wyjścia układów elektronicznych np. programu Spice,A waveform viewer eg for spice simulators,"it displays the analog output data of electronic circuits, eg spice program",0.0
114,Zestaw narzędzi graficznych do tworzenia i zarządzania bazami danych,A graphical toolkit for database administration and development,a set of graphical tools for creating and managing databases,0.0
115,Symulator różnych typów liczydeł (wersja Motif),simulation of the ancient calculator (Motif version),different types of abacus simulator (motif version),0.0
116,Narzędzie do teorii grafów dla profesorów i studentów,Graph Theory Tool for Professors and Students.,graph theory tool for professors and students,1.0
117,Należy przenieść ~a na siódemkę kier.,Move ~a onto the seven of hearts.,transfer ~ a to the seven of hearts.,0.435
118,Narzędzie do śledzenia cykli menstruacyjnych i przewidywania okresów płodności,Utility for tracking menstrual cycles and predicting fertility periods,a tool to track menstrual cycles and predict fertility periods,0.0
119,Zanim przejdziesz przez ulicę rozejrzyj się na obie strony,Look both ways before you cross the street,"before you cross the street, check both sides",0.541
120,Interfejs graficzny dla serwera muzyki Ampache,Stand alone front end for Ampache.,graphical interface for the ampache music server,0.0
121,Twórz interaktywne aplety i konstrukcje matematyczne,Create interactive mathematical constructions and applets.,create interactive applets and math constructs,0.0
122,%s: nie można odczytać domyślnego tekstu ACL dla '%s': %s,%s: cannot get default ACL text on '%s': %s,% s: unable to read default acl text for &#39;% s&#39;:% s,0.0
123,Konfiguracja IcedTea Web (javaws orz plugin),Configure IcedTea Web (javaws and plugin),icedtea web configuration (javaws orz plugin),0.0
124,Należy przenieść ~a na czwórkę trefl.,Move ~a onto the four of clubs.,move ~ a onto the 4 of clubs.,0.489
125,Symuluje proces prześwietlania promieniami rentgenowskimi za pomocą tomografu komputerowego,Simulate the process of X-ray Computed Tomography,simulates the process of x-rays using a computer tomograph,0.0
126,Pięknie i profesjonalnie łączy zdjęcia z Twojej kolekcji,Create beautiful and professional photo layouts from your photos,it beautifully and professionally combines photos from your collection,0.0
127,Należy umieścić damę karo obok waleta karo.,Place the queen of diamonds next to the jack of diamonds.,place the queen of diamonds next to the jack of diamonds.,1.0
128,%s: %s w linii %d pliku %s,%s: %s in line %d of file %s,% s:% s on line% d of% s,0.0
129,Dodaje tekst i komentarze do dokumentów PDF oraz PostScript,Add text and annotations to PDF and PostScript documents,adds text and comments to pdf and postscript documents,0.513
130,"Dwuwymiarowa, strategiczna symulacja czasu rzeczywistego, skupiająca się na ekonomii i budowie budynków",A 2D real time strategy simulation with an emphasis on economy and city building,"two-dimensional, real-time strategic simulation, focusing on the economy and construction of buildings",0.0
131,Sprawdź i porównaj zainstalowane profile kolorów,Inspect and compare installed color profiles,check and compare the installed color profiles,0.0
132,Odnajdywanie energii linii spektralnych promieniowania X,Find the energy of X-ray spectral lines,finding the energy of x-ray spectral lines,0.809
133,Pobiera i uruchamia obraz ISO Ubuntu w maszynie wirtualnej,Download and run an Ubuntu ISO in a Virtual Machine,downloads and runs an ubuntu iso image in a virtual machine,0.355
134,"Twórz notatki, łącz pomysły, zorganizuj swoje życie!","Take notes, link ideas, and stay organized","make notes, combine ideas, organize your life!",0.0
135,"Bazująca na libavg multidotykowa adaptacja popularnej gry Planarity, aka Untangle","A libavg based multitouch adaption of the popular game Planarity, aka Untangle","a libavg-based multi-touch adaptation of the popular planarity game, aka untangle",0.0
136,Nie można ustawić n-cykli %u do odtwarzania: %s,Unable to set nperiods %u for playback: %s,could not set n cycles% u for restore:% s,0.0
137,Uruchamia klienta Wicd bez ikony w obszarze powiadamiania,Start the Wicd client without system tray icon,starts the wicd client with no icon in the notification area,0.0
138,Uruchomienie serwera LTSP z Live CD,Starts an LTSP server from the live CD,boot ltsp server from live cd,0.0
139,Program wizualizacji kryształów i struktur molekularnych,Crystalline and Molecular Structure Visualisation Program,crystals and molecular structures visualization program,0.0
140,Odtwarzanie pliku Creative Labs Channel '%s'...,Playing Creative Labs Channel file '%s'...,playing creative labs channel &#39;% s&#39; file ...,0.455
141,Należy umieścić damę pik obok waleta pik.,Place the queen of spades next to the jack of spades.,place the queen of spades next to the jack of spades.,1.0
142,"Konwersja plików audio, ripowanie CD, narzędzie ReplayGain","Audio file converter, CD ripper and Replay Gain tool","audio file conversion, cd ripping, replaygain utility",0.0
143,Usuwa zrzut pamięci ze zgłoszenia po regeneracji śladu stosu.,Remove the core dump from the report after stack trace regeneration,removes a memory dump from the request after regenerating the stack trace.,0.0
144,Program do tworzenia i edycji projektów układów elektronicznych za pomocą xgsch2pcb,Create and edit electronics projects with xgsch2pcb,program for creating and editing electronic circuit designs using xgsch2pcb,0.0
145,Zagraj w Go w trybie online i z komputerem. Przeglądaj i edytuj pliki SGF,"Play Go online and against computer, view and edit SGF files",play go online and against the computer. view and edit sgf files,0.743
146,Zapis zrzutów ekranu w postaci pojedyńczych zdjęć lub filmu,Record a video or take a screenshot of your screen,saving screenshots as single photos or a movie,0.0
147,Notatnik z segregowaniem hierarchicznym do zapisywania notatek i pomysłów,hierarchical notebook to enter and manage notes and ideas,notepad with hierarchical segregation to write down notes and ideas,0.0
148,"Tryb nieprawidłowy, w regułach zabraniających znacznik ""x"" nie może być poprzedzony znacznikiem wykonania ""i"", ""p"" lub ""u""","Invalid mode, in deny rules 'x' must not be preceded by exec qualifier 'i', 'p', or 'u'","invalid mode, in rules that forbid the tag &quot;x&quot; cannot be preceded by the execution flag &quot;i&quot;, &quot;p&quot; or &quot;u&quot;",0.0
149,Graficzny interfejs użytkownika dla zestawu mCRL2,Graphical front end for mCRL2 toolset,graphical user interface for the mcrl2 assembly,0.0
150,"Pokaż wskaźnik Gnome - menu główne, klasyczne",Indicator applet to show the Gnome Classic main menu,"show gnome indicator - main menu, classic",0.0
151,"Brak wystarczającej ilości wolnego miejsca na dysku, aby przetworzyć to zgłoszenie.",There is not enough disk space available to process this report.,there is not enough free disk space to process this request.,0.378
152,"Przepraszamy, wystąpił błąd podczas instalowania oprogramowania.","Sorry, a problem occurred while installing software.","sorry, there was an error installing the software.",0.0
153,"Narzędzie dla nauczycieli pozwalające między innymi, na kontrolę komputerów uczniów",Teacher tool to control classroom computers,"a tool for teachers that allows, among other things, to control students&#39; computers",0.0
154,Proste lecz solidne narzędzie do nagrywania dźwięku,Simple but solid audio recording tool,a simple yet robust audio recording tool,0.0
155,Pełne wsparcie dla Funcube Dongle API firmware 18f lub późniejszych,full support for the Funcube Dongle API available with firmware 18f or later,full support for funcube dongle api firmware 18f or later,0.357
156,Określa program w trybie zgłaszania błędu. Dodaje do zgłoszenia większą ilość informacji (pid jest podany jako jedyny parametr).,"Specify a running program in --file-bug mode. If this is specified, the bug report will contain more information. (Implied if pid is given as only argument.)",specifies the program in error reporting mode. adds more information to the report (pid is given as the only parameter).,0.135
157,Wznawianie zawiesiło się bardzo blisko końca tego procesu i wygląda na ukończony poprawnie.,The resume processing hung very near the end and will have appeared to have completed normally.,resuming freezes very close to the end of this process and appears to be completed successfully.,0.0
158,Na sześciokątnej sieci dopasuj do siebie spadające bloki,Fit falling blocks together on a hexagonal grid,match the falling blocks on the hexagonal web,0.0
159,Pobieranie z sieci Usenet z pomocą plików NZB,Download from the Usenet with the help of NZB files,downloading from usenet with nzb files,0.0
160,Odeprzyj przeciwników wypełnieniając ich sieci odpadkami.,Defeat your opponent by filling up their grid up with garbage.,fend off opponents by filling their nets with garbage.,0.0
161,Graficzny kreator Unixa dla elementów pośredniczących (wrapper) z GNUstep,Graphically create Unix application wrappers for GNUstep,graphical unix wizard for gnustep wrapper,0.0
162,Zapis C# w interaktywnym shellu oraz wstrzykiwanie Twojego kodu do działających procesów,"Write C# in an interactive shell, and inject your code into running Mono processes",writing c # in an interactive shell and injecting your code into running processes,0.545
163,Opaski uciskowej należy używać wyłącznie w ostateczności,Tourniquets are not recommended unless in the direst emergency,use a tourniquet only as a last resort,0.0
164,Tworzenie i edycja napisów do filmów i nagrań wideo.,Create and edit subtitles for film and videos.,creating and editing subtitles for movies and videos.,0.0
165,Odbiornik audio sygnału IQ częstotliwości pośredniej,Audio IQ signal intermediate frequency receiver,intermediate frequency iq audio receiver,0.0
166,"Pozwala na błyskawiczne uruchamianie programów, odnajdywanie muzyki, kontaktów i wielu innych zawartości komputera","Do things as quickly as possible (but no quicker) with your files, bookmarks, applications, music, contacts, and more!","it allows you to instantly launch programs, find music, contacts, and much more on your computer",0.0
167,"Zegary dla różnych stref czasowych oraz alarmy, stoper i czasomierz","Clocks for world times, plus alarms, stopwatch and a timer","clocks for different time zones as well as alarms, stopwatch and timer",0.0
168,Dostęp do historii połączeń i książki telefonicznej Fritz!Box. Aplikacja powiadamia o połączeniach przychodzących i wychodzących,Access call history and phone book of your Fritz!Box and get notifications on incoming and outgoing calls.,access to the call history and the fritz! box phone book. the application notifies you of incoming and outgoing calls,0.203
169,DXX-Rebirth port źródłowy gry Descent 2: Counterstrike z 1996...,DXX-Rebirth source port of Descent 2: Counterstrike from 1996...,"dxx-rebirth, the source port of the game descent 2: counterstrike from 1996 ...",0.441
170,Należy umieścić karty w porządku najbardziej pasującym do obecnego układu.,Aim to place the suits in the order which fits the current layout most naturally.,place the cards in the order that best suits the current layout.,0.0
171,Należy umieścić trójkę pik obok dwójki pik.,Place the three of spades next to the two of spades.,place the three of spades next to the two of spades.,1.0
172,Interfejs graficzny dla CVS oraz Subversion,A graphical frontend to CVS and Subversion.,graphical interface for cvs and subversion,0.0
173,"Nieograniczony znacznik wykonania (%c%c) zezwala na przekazywanie niebezpiecznych zmiennych środowiska do procesu. Więcej informacji można znaleźć w podręczniku systemowym ""man 5 apparmor.d"".",Unconfined exec qualifier (%c%c) allows some dangerous environment variables to be passed to the unconfined process; 'man 5 apparmor.d' for details.,unlimited execution tag (% c% c) allows unsafe environment variables to be passed to the process. more information can be found in the &quot;man 5 apparmor.d&quot; system manual.,0.227
174,Dzieli obraz na wiele stron gotowych do montażu w jeden duży plakat,Splits an image across multiple pages for assembly into a poster,divides the image into multiple ready-to-mount pages into one large poster,0.0
