,Sentences_from,Sentences_to,Translated_sentences,BLEU
13,"Chciałbym już, żeby nowa służba zwolniła mnie z dozoru nad pałacem.","What does it mean? It means no good to anyone of the name of Baskerville, and very glad I shall be to be quit of it all on the day that Sir Henry's new servants are ready to take over the Hall.""",I would like the new ministry to release me from the supervision of the palace.,0.0
14,"-- Czy pan sądzi, że kobieta może bezkarnie odwiedzać mężczyznę bezżennego o takiej godzinie?","""Do you think a woman could go alone at that hour to a bachelor's house?""","""Do you think that a woman can visit an unmarrying man at such an hour with impunity?""",0.0
15,"Nie mówię teraz jako lekarz, lecz jako wykonawca testamentu sir Karola.","I speak not as a medical man but as a trustee and executor of Sir Charles's will.""","I am not speaking now as a doctor, but as an executor of Sir Charles' will.",0.0
16,"Widywaliśmy go często, i jego śmierć była dla nas ciosem.","We knew him well, and miss him more than I can tell.","We have seen him often, and his death was a blow to us.",0.0
17,"-- Zapytaj na stacyi, czy niema listu do mnie.","""And ask at the station office if there is a message for me.""","""Ask me if there's a silent letter to me.",0.0
18,"Gdym zobaczył po raz pierwszy blask od soczewki, nie mogłem zmiarkować, co to takiego.","I could not make it out when first I saw the light flashing upon the lens.""","When I saw the glow from the lens for the first time, I couldn't mediact what it was.",0.0
19,"Skoro pałac zostanie urządzony, brak w nim będzie tylko -- pięknej pani domu.","The baronet has been in communication with the architect who prepared the plans for Sir Charles, and with a contractor from London, so that we may expect great changes to begin here soon. There have been decorators and furnishers up from Plymouth, and it is evident that our friend has large ideas, and means to spare no pains or expense to restore the grandeur of his family.","Since the palace is furnished, there will be only a beautiful lady of the house missing from it.",0.0
20,"Byłem w trudnem położeniu, a gdym tak stał zafrasowany, mój towarzysz odwrócił się i poszedł przez łąkę. Czyniłem sobie wyrzuty, że go pozostawiam własnemu losowi.",It put me in a most awkward position.,"I was in a difficult position, and as I stood there in dim, my companion turned and walked through the meadow. I reproached myself for leaving him to his own fate.",0.0
21,"-- Widać z niego, że ktoś śledzi łąkę i przyległe do niej pustkowia i trzęsawiska -- rzekł doktor Mortimer.","""It seems to show that someone knows more than we do about what goes on upon the moor,"" said Dr. Mortimer.","""You can see from it that someone is following the meadow and the adjacent wastelands and bogs,"" said Dr. Mortimer.",0.0
22,Wbiegliśmy do pokoju z pistoletami w garści.,"Pistol in hand, we all three rushed into the room.",We ran into the room with guns in hand.,0.0
23,-- „Dr. Watson pojechał do Coombe-Tracey”.,Dr. Watson has gone to Coombe Tracey.,"""Dr. Watson went to Coombe-Tracey.""",0.0
24,"Tylko dwa okna były oświecone. Wtem światło zgasło w kuchni; pozostało tylko w pokoju jadalnym, w którym morderca i jego ofiara siedzieli przy kieliszkach i cygarach.","Already the first thin wisps of it were curling across the golden square of the lighted window. The farther wall of the orchard was already invisible, and the trees were standing out of a swirl of white vapour.","Only two windows were enlightened. Then the light went out in the kitchen; it remained only in the dining room, where the murderer and his victim sat with glasses and cigars.",0.0
25,"-- Dziwisz się pan zapewne, że rozpięliśmy tutaj namioty? -- rzekł Stapleton, jakby w odpowiedzi namoje myśli. -- A jednak dobrze nam i czujemy się szczęśliwi. Prawda, Beryl?","""Queer spot to choose, is it not?"" said he as if in answer to my thought. ""And yet we manage to make ourselves fairly happy, do we not, Beryl?""","""Are you surprised that we have unzipped tents here?"" Stapleton said, as if in response to his thoughts. ""And yet we are fine and we feel happy. Right, Beryl?",0.0
26,"To też nie pojmuję, dlaczego odrzuca jego zabiegi, nie pytając nawet, czy siostra jest mu przychylna, a dziwi mnie nadto, że ona słucha go ślepo. Nasze domysły na ten temat przerwał sam Stapleton, który przybył po południu, aby przeprosić baroneta za swoją porywczość.","""I don't say now that he isn't a crazy man,"" said Sir Henry; ""I can't forget the look in his eyes when he ran at me this morning, but I must allow that no man could make a more handsome apology than he has done.""","I also don't understand why she rejects his treatments without even asking if his sister is sympathetic to him, and I'm also surprised that she listens to him blindly. Our guesses on this subject were interrupted by Stapleton himself, who arrived in the afternoon to apologize to the baronet for his impetuousness.",0.0
27,"-- Proszę cię, zakradnij się pod te okna i zobacz, co oni tam robią, ale na miłość Boską, ostrożnie, żeby nie zmiarkowali, że są śledzeni.","""The blinds are up. You know the lie of the land best. Creep forward quietly and see what they are doing--but for heaven's sake don't let them know that they are watched!""","""I beg you, sneak under those windows and see what they're doing there, but for God's sake, be careful not to let them soften that they're being followed.",0.0
28,"On nie winien. Robił to dla mnie, bo go o to prosiłam.","He has done nothing except for my sake and because I asked him.""",He is not to blame. He did it for me because I asked him to.,0.183
29,"Tym sposobem, korzystając z legendy, ów łotr wystraszył na śmierć sir Karola.",This paste in the tin is no doubt the luminous mixture with which the creature was daubed.,"In this way, using legend, this thief scared Sir Charles to death.",0.0
30,-- I ja także -- wtrącił sir Baskerville.,"""And so did I,"" said Baskerville. ""Every inch of it.""","""And so am I,"" interjected Sir Baskerville.",0.0
31,"Zresztą ta skrytość płynie może i z ostrożności, która nie pozwala mu wypowiadać się przed nikim.","My nerves thrilled with anticipation when at last the cold wind upon our faces and the dark, void spaces on either side of the narrow road told me that we were back upon the moor once again.","Besides, this secrecy may come from caution, which does not allow him to speak in front of anyone.",0.0
32,Jego następne słowa zdjęły mi kamień z serca.,But his next remark took a weight from my mind.,His next words took the stone off my heart.,0.0
33,Przedstawiciel pierwszorzędnego rodu jest trapiony przez łotra i wyzyskiwacza.,"At the present instant one of the most revered names in England is being besmirched by a blackmailer, and only I can stop a disastrous scandal.",The representative of the first-class family is troubled by a villain and an exploiter.,0.0
34,"-- To Seldon, więzień, który zbiegł z Princetown.","""It is Selden, the man who escaped from Princetown.""","""This is Seldon, the prisoner who escaped from Princetown.",0.33
35,Obaj z sir Henrykiem zerwaliśmy się na równe nogi.,"It's about poor Sir Charles's death.""",Sir Henry and I both got back on our feet.,0.0
36,"Słuchaj, Watson: żyjesz już ze mną parę tygodni, powiedz mi szczerze, czyś nie spostrzegł we mnie jakiego umysłowego zboczenia?","What's the matter with me, anyhow? You've lived near me for some weeks, Watson.","Listen, Watson: you've been living with me for a few weeks now, tell me honestly, didn't you see in me what mental perversion?",0.0
37,"Gdym schodził z wózka, spostrzegłem, że patrzy po przez moje ramię ze strachem w oczach.","I had descended from my gig and was standing in front of him, when I saw his eyes fix themselves over my shoulder, and stare past me with an expression of the most dreadful horror.","As I walked out of the stroller, I noticed him looking over my shoulder with fear in his eyes.",0.0
38,"A nuż go spotka nieszczęście!... Na samą myśl o tem, krew uderzyła mi do głowy.","I was at a loss what to say or what to do, and before I had made up my mind he picked up his cane and was gone.","And maybe misfortune will befall him!... At the very thought of this, blood hit my head.",0.0
39,-- Dlaczego mnie pan pyta? -- rzekła ostro.,"""What is the object of these questions?"" she asked sharply.","""Why are you asking me?"" ""- she said sharply.",0.0
40,-- Tak; jest jeszcze u nas.,"""Yes, sir, he is still with us.""",-- Yes; is still with us.,0.435
41,Dał mi do ręki nowy atut. Myślę go użyć.,"This was my conversation with Barrymore just now, which gives me one more strong card which I can play in due time.",He gave me a new asset. I think I'm thinking of using it.,0.0
42,"Chodzi mi o fakt zagadkowy, który zdarzył się niedawno; muszę rozstrzygnąć zagadkę, w ciągu dwudziestu czterech godzin.","A most practical, pressing matter, which must be decided within twenty-four hours.",I mean a puzzling fact that happened recently; I have to solve the mystery within twenty-four hours.,0.0
43,"Wskoczył na krzesło, i trzymając świecę w lewej ręce, prawą osłonił szeroki kapelusz i włosy.","He stood upon a chair, and, holding up the light in his left hand, he curved his right arm over the broad hat and round the long ringlets.","He jumped into a chair, and holding a candle in his left hand, covered his wide hat and hair with his right hand.",0.203
44,"Czyś pan jej zawiłości rozplątał? My z Watsonem tyle wiemy dziś, co na początku.","I don't know that Watson and I are much the wiser since we came down.""",Have you unlearned its intricacies? Watson and I know as much today as we did in the beginning.,0.0
45,"Od pierwszego rzutu oka spostrzegłem, że jest niezwykłą: zdradza zdolności, rzekłbym nawet -- geniusz dedukcyjny.",I had hardly expected so dolichocephalic a skull or such well-marked supra-orbital development. Would you have any objection to my running my finger along your parietal fissure?,"At first glance, I saw that it was extraordinary: it betrayed abilities, I would even say -- deductive genius.",0.0
46,"Tym wszystkim sąsiadom musisz przyglądać się bacznie, aby poznać dokładnie ich charakter, ich cele, upodobania i t. d.","There is Mr. Frankland, of Lafter Hall, who is also an unknown factor, and there are one or two other neighbours. These are the folk who must be your very special study.""","You need to watch all these neighbors closely to get to know exactly their character, their goals, tastes, and so on.",0.0
47,Szliśmy powoli przez Regent Street. Doktor Mortimer i jego towarzysz oddawna już zniknęli nam z oczu.,"We had been sauntering slowly down Regent Street during this conversation, and Dr. Mortimer, with his companion, had long vanished in front of us.",We walked slowly through Regent Street. Dr. Mortimer and his companion have long since disappeared from our sight.,0.0
48,"-- Tak, na własne oczy; tak wyraźnie, jak teraz widzę pana.","""As clearly as I see you.""","Yes, with your own eyes; as clearly as I see you now.",0.368
49,"-- Warunki zmieniły się. My dwoje wystarczaliśmy sir Karolowi, ale jaśnie pan zechce zapewne żyć dworniej, przyjmować gości i będzie potrzebował więcej służby.","""I only meant, sir, that Sir Charles led a very retired life, and we were able to look after his wants. You would, naturally, wish to have more company, and so you will need changes in your household.""","""Conditions have changed. The two of us were enough for Sir Charles, but clearly you will probably want to live a more courtly life, receive guests, and will need more service.",0.0
50,"Byłem zachwycony jej urodą, lecz przyjrzawszy się bliżej, dostrzegłem ostry wyraz ust i oczu, psujący ogólną harmonię.","But the second was criticism. There was something subtly wrong with the face, some coarseness of expression, some hardness, perhaps, of eye, some looseness of lip which marred its perfect beauty.","I was delighted with her beauty, but when I looked closer, I saw a sharp expression on her lips and eyes, spoiling the overall harmony.",0.0
51,"Dotarłem do skały Black-Tor, na której szczycie stał wówczas nieznajomy. Z jej wyżyn spojrzałem na szarą równinę.","Rain squalls drifted across their russet face, and the heavy, slate-coloured clouds hung low over the landscape, trailing in gray wreaths down the sides of the fantastic hills.","I reached the Black-Tor rock, on top of which a stranger was standing at the time. From its heights I looked at the gray plain.",0.0
52,"Owego wieczora, przed przybyciem sir Henryka na obiad, wśród małżonków wynikła sprzeczka. Beryl nazwała męża zbrodniarzem; rozwścieczony, chcąc ją dotknąć boleśnie, oznajmił jej, że kocha inną.","Her fidelity turned in an instant to bitter hatred and he saw that she would betray him. He tied her up, therefore, that she might have no chance of warning Sir Henry, and he hoped, no doubt, that when the whole country-side put down the baronet's death to the curse of his family, as they certainly would do, he could win his wife back to accept an accomplished fact and to keep silent upon what she knew.","That evening, before Sir Henry arrived for dinner, an argument arose among the spouses. Beryl called her husband a criminal; Enraged, wanting to touch her painfully, he told her that he loved another.",0.0
53,"-- Spodziewam się, że i panowie pójdziecie ze mną.","""I hope that you will come also.","""I expect you to come with me as well.",0.0
54,"Pan sądzi, że ten chłopak jest pastuchem?",It is the stoniest part of the whole moor.,Do you think this boy is a shepherd?,0.0
55,Jaśnie pan znajdzie wodę ciepłą w swojej ubieralni.,You will find hot water in your rooms.,You will find warm water in your dressing room.,0.0
56,Stary baronet nie wychodził nigdy za obręb pałacu po zachodzie słońca.,"""But it was some time coming. The old gentleman could not be decoyed outside of his grounds at night.",The old baronet never went outside the palace after sunset.,0.0
57,"Chciałem się przysłużyć Papieżowi i straciłem z oczu to, co się jednocześnie działo w Anglii. Ten artykuł, powiadasz pan, zawiera fakty, znane powszechnie?","This article, you say, contains all the public facts?""","I wanted to serve the Pope and I lost sight of what was happening in England at the same time. This article, you say, contains facts, known to all?",0.054
58,To też cały dzień spędziłem w klubie i dopiero około dziewiątej powróciłem do mieszkania przy Bakerstreet.,I therefore spent the day at my club and did not return to Baker Street until evening. It was nearly nine o'clock when I found myself in the sitting-room once more.,I also spent the whole day in the club and only around nine o'clock I returned to the apartment on Bakerstreet.,0.0
59,"Nie pojechałam, bo mi coś przeszkodziło.","Something intervened to prevent my going.""",I didn't go because something was bothering me.,0.0
60,"-- Kto wiedział, że pan zatrzyma się w Northumberland Hotel? -- spytał Holmes, spoglądając bystro na swego klienta.","""Who knew that you were going to the Northumberland Hotel?"" asked Holmes, glancing keenly across at our visitor.","""Who knew you were staying at the Northumberland Hotel?"" Holmes asked, looking at his client.",0.0
61,"Zostawiliśmy sir Henryka i podążyliśmy ku domowi Stapletona. -- Słyszał wystrzały i domyślił się, że jego „sztuka” wyszła na jaw.","""It's a thousand to one against our finding him at the house,"" he continued as we retraced our steps swiftly down the path.","We left Sir Henry and went to Stapleton's house. He heard gunshots and guessed that his ""art"" had come to light.",0.0
62,"„Towarzysze hulanki rzucili się do koni, chwycili pistolety i pognali za swoim amfitryonem, a było ich razem trzynastu.","""Now, for some space the revellers stood agape, unable to understand all that had been done in such haste.","""The comrades of the revelry rushed to the horses, grabbed their pistols and chased after their amphitrion, and there were thirteen of them together.",0.0
63,"Stapleton zamykał żonę na klucz a sam, przyprawiwszy brodę, dla niepoznaki, śledził każdy krok doktora Mortimer, jeździł za nim na Baker-Street, a następnie na dworzec i do hotelu Northumberland.","Here he kept his wife imprisoned in her room while he, disguised in a beard, followed Dr. Mortimer to Baker Street and afterwards to the station and to the Northumberland Hotel. His wife had some inkling of his plans; but she had such a fear of her husband--a fear founded upon brutal ill-treatment--that she dare not write to warn the man whom she knew to be in danger.","Stapleton locked his wife and, having seasoned his beard for the sake of insefect, followed Dr. Mortimer's every step, followed him to Baker-Street, and then to the station and to the Northumberland Hotel.",0.126
64,"Oczy jej biegły niespokojnie za bratem, przyśpieszyła kroku i zrównała się ze mną. Uchyliłem kapelusza i chciałem się przedstawić, lecz nie dała mi dojść do słowa.","I had raised my hat and was about to make some explanatory remark, when her own words turned all my thoughts into a new channel.","Her eyes ran restlessly behind her brother, she stepped up and leveled with me. I opened my hat and wanted to introduce myself, but she didn't let me get to the word.",0.0
65,-- Dużo jest psów w okolicy.,"""There are many sheep-dogs on the moor?""","""There are a lot of dogs in the area.",0.0
66,"Brat jest wątły i niezbyt silny, siostra, jakkolwiek rosła i dobrze zbudowana, nie mogłaby stawić oporu takiemu zbójowi.","They would be helpless in the hands of a desperate fellow like this Notting Hill criminal, if he could once effect an entrance.","The brother is fray and not very strong, the sister, however grown and well built, could not resist such a robber.",0.0
67,"-- Powiadają, że to szczekanie psa Baskervillów -- odparłem.","""They say it is the cry of the Hound of the Baskervilles.""","""They say it's the barking of the Baskervilles' dog,"" I replied.",0.0
68,"Pijani towarzysze słuchali go w przerażonem milczeniu, tylko jeden, gorszy, a może bardziej pijany od innych, poddał myśl, aby za dziewczyną puścić w pogoń psy podwórzowe.","And while the revellers stood aghast at the fury of the man, one more wicked or, it may be, more drunken than the rest, cried out that they should put the hounds upon her.","Drunken comrades listened to him in terrified silence, only one, inferior, or perhaps more drunk than the others, gave up the idea of chasing the girl yard dogs.",0.0
69,"Na lewo, wśród gęstych chmur, po nad drzewami sterczały wieżyce Baskerville-Hall.","In the distant hollow on the left, half hidden by the mist, the two thin towers of Baskerville Hall rose above the trees.","To the left, among the dense clouds, above the trees protruded the towers of Baskerville-Hall.",0.0
70,List doszedł rąk baroneta i był pierwsza zapowiedzią niebezpieczeństwa.,"With characteristic promptness and audacity he set about this at once, and we cannot doubt that the boots or chamber-maid of the hotel was well bribed to help him in his design.",The letter reached the hands of the baronet and was the first harbinger of danger.,0.0
71,-- Doktor Mortimer mieszkał już tam zapewne?,"""But Dr. Mortimer was no doubt already stopping there?""","""Dr. Mortimer must have lived there before?""",0.0
72,"Posłaliśmy po Niemca, ale twierdził, że o niczem nie wie i nie umiał wyjaśnić tego dziwnego zdarzenia.","""In that case the waiter must have placed it there while we were lunching.""","We sent for a German, but he claimed that he did not know an antics and could not explain this strange event.",0.0
73,-- Czy pani zapamiętała daty swoich listów?,"""Have you the dates of those letters?""","""Do you remember the dates of your letters?""",0.0
74,"Choć jeszcze młody wiekiem, był już przygarbiony; na jego twarzy malowała się dobra wola względem ludzi.","Though young, his long back was already bowed, and he walked with a forward thrust of his head and a general air of peering benevolence.","Though still young, he was already hunched over; on his face there was a good will towards people.",0.0
75,Po za nim stała kobieta; pomagała mu wyjmować kuferki.,She came out and helped the man to hand down our bags.,Behind him stood a woman; she helped him take out his trunks.,0.0
76,"Był tak wystraszony, że świeca podskakiwała mu w ręku. -- Przyszedłem zobaczyć, czy okno zamknięte...","His agitation was so great that he could hardly speak, and the shadows sprang up and down from the shaking of his candle.","He was so scared that a candle jumped in his hand. ""I came to see if the window was closed...",0.0
77,"Moja żona i ja będziemy starali się dogadzać jaśnie panu, dopóki nie znajdzie nowej służby.","My wife and I will be happy, Sir Henry, to stay with you until you have made your fresh arrangements, but you will understand that under the new conditions this house will require a considerable staff.""",My wife and I will try to please you brightly until she finds a new ministry.,0.114
78,"Zostałem z nim przez cały wieczór i wtedy, tłómacząc swe wzburzenie, opowiedział mi całą tę historyę.","I stayed with him all the evening, and it was on that occasion, to explain the emotion which he had shown, that he confided to my keeping that narrative which I read to you when first I came.","I stayed with him all evening, and then, in his agitation, he told me the whole story.",0.111
79,"Ale teraz, gdy jaśnie pan okazał nam tyle dobroci, uważam sobie za obowiązek wyznać to jaśnie panu.","But now you have been kind to us, and I feel as if it would be treating you unfairly not to tell you all that I know about the matter.""","But now that you have clearly shown us so much kindness, I consider it my duty to confess it clearly to you.",0.0
80,"Wstał i wszedł do jaskini. -- Ha! widzę, że Cartwright przyniósł mi prowianty...","He rose and peeped into the hut. ""Ha, I see that Cartwright has brought up some supplies.",He got up and entered the cave. -- Ha! I see that Cartwright brought me provisions...,0.255
81,"-- Kogo ja widzę! -- rzekł. -- Jeśli mnie oczy nie mylą, doktor Watson. Nie spodziewałem się spotkać pana tutaj...","A figure was approaching us over the moor, and I saw the dull red glow of a cigar.","""Who do I see!"" "", he said. ""If my eyes don't confuse me, Dr. Watson. I didn't expect to meet you here...",0.0
82,"Zbliżywszy się, spostrzegłem dwa kamienie, stojące prostopadle; jeden leżał na nich poziomo.",But there were ample signs that I had not come upon a false scent. This was certainly where the man lived.,"As I approached, I saw two stones standing perpendicular; one was lying on them horizontally.",0.0
83,-- Jego żona! -- szeptała. -- Jego żona!,"""His wife!"" she said again. ""His wife!",His wife! She whispered. His wife!,0.0
84,"-- Nasza sprawa zaczyna się zaokrąglać -- mówił Holmes, gdy w parę minut potem staliśmy na dworcu, oczekując londyńskiego pociągu. -- Jest to najdziwniejsza zbrodnia, jaka się zdarzyła w naszem stuleciu.","""Our case becomes rounded off, and difficulty after difficulty thins away in front of us,"" said Holmes as we stood waiting for the arrival of the express from town. ""I shall soon be in the position of being able to put into a single connected narrative one of the most singular and sensational crimes of modern times.","""Our case is beginning to round up,"" holmes said as we stood at the station a few minutes later, waiting for the London train. ""This is the strangest crime that has happened in our century.",0.0
85,"Jednego tylko obawiam się, a mianowicie, żeby on nie wykonał swego zamiaru, zanim będziemy gotowi do walki.",There is but one danger which can threaten us. It is that he should strike before we are ready to do so.,"There is only one thing I fear, and that is that he will not carry out his purpose before we are ready to fight.",0.222
86,"Jeżeli będę zmuszony wezwać pomocy policyi, wtedy dopiero przekonasz się pani, jak dalece jesteś skompromitowaną.",If I have to call in the aid of the police you will find how seriously you are compromised.,"If I am forced to call for the help of the police, then you will see how disgraced you are.",0.0
87,"Zapewne mógł był wyjść na spacer, ale nie w taką noc, ciemną, wilgotną.","We can understand his taking an evening stroll, but the ground was damp and the night inclement.","He probably could have gone out for a walk, but not on such a night, dark, damp.",0.0
88,"-- Przypuszczam jednak, że pragniesz pan zasięgnąć mojej rady w sprawie aktualniejszej i bardziej realnej -- rzekł Holmes.","""But I understand that it is something more modern and practical upon which you wish to consult me?""","""But I suppose you would seek my advice on a matter more actual and more real,"" said Holmes.",0.0
89,"Podczas gdym ja śledził Stapletona, on śledził ciebie, tak, że wiedziałem o każdym twoim kroku.","When I was watching Stapleton, Cartwright was frequently watching you, so that I was able to keep my hand upon all the strings.","While I was following Stapleton, he was following you, so that I knew about your every step.",0.132
90,"Stanęliśmy opodal i czekaliśmy półtory godziny. Potem ci gentlemanowie przeszli mimo nas, mój pan kazał mi jechać powoli przez Baker-Street, a potem przez Regent Street, do połowy.","Then my gentleman threw up the trap, and he cried that I should drive right away to Waterloo Station as hard as I could go. I whipped up the mare and we were there under the ten minutes.","We stood around and waited an hour and a half. Then these gentlemen passed in spite of us, my master told me to drive slowly through Baker-Street, and then through Regent Street, halfway.",0.0
91,"Czasami zastanawiam się, czy jej nie trapią wyrzuty sumienia, a chwilami posądzam Barrymora, iż jest tyranem.","Sometimes I wonder if she has a guilty memory which haunts her, and sometimes I suspect Barrymore of being a domestic tyrant.","Sometimes I wonder if she is troubled by remorse, and sometimes I suspect Barrymor of being a tyrant.",0.331
92,"Kochany Holmes! Pozostawiłem cię wprawdzie długo bez wiadomości, za to dziś pragnę cię odszkodować.","MY DEAR HOLMES,--If I was compelled to leave you without much news during the early days of my mission you must acknowledge that I am making up for lost time, and that events are now crowding thick and fast upon us.","Dear Holmes! Although I have left you without news for a long time, today I want to compensate you.",0.0
93,"-- Dlaczego pan nie chce zrozumieć, że ta przestroga ma pańskie dobro na względzie?","""Man, man!"" she cried. ""Can you not tell when a warning is for your own good?","""Why don't you want to understand that this warning has your best interests in mind?""",0.0
94,"Jednak szkoda, że nie zdołaliśmy go sami schwytać.",He had not seen this lonely man upon the tor and could not feel the thrill which his strange presence and his commanding attitude had given to me.,"However, it is a pity that we did not manage to capture him ourselves.",0.0
95,"Łatwiej mu było umknąć na Regent-Street, niż na tej otwartej równinie.",And I've closed the wood where the Fernworthy folk used to picnic.,It was easier for him to escape to Regent Street than to this open plain.,0.0
96,"W świetle promieni słonecznych, ślizgających się po starych zbrojach, sala jadalna wydała nam się weselszą, gdyśmy zasiedli do śniadania.","As Sir Henry and I sat at breakfast the sunlight flooded in through the high mullioned windows, throwing watery patches of colour from the coats of arms which covered them. The dark panelling glowed like bronze in the golden rays, and it was hard to realize that this was indeed the chamber which had struck such a gloom into our souls upon the evening before.","In the light of the sun's rays gliding over the old armor, the dining room seemed happier to us when we sat down to breakfast.",0.0
97,"Usta jej poruszyły się bezdźwięcznie, wyszeptała „nie” tak cicho, że domyśliłem się raczej, niż usłyszałem to słowo.","Her dry lips could not speak the ""No"" which I saw rather than heard.","Her lips moved unsoundingly, she whispered ""no"" so quietly that I guessed rather than heard the word.",0.0
98,-- Wielu już przypłaciło życiem taką chętkę.,"""You would naturally think so and the thought has cost several their lives before now.","""Many have already paid with their lives for such a will.",0.0
99,"Na płaskim, wygrążonym kamieniu, który zapewne służył przedhistorycznemu człowiekowi za łoże, była kołdra, zawinięta w pled, na ziemi pozostał jeszcze popiół od zagaszonego ogniska, obok były rondelki i blaszana konewka z wodą, w drugim rogu dostrzegłem butelkę z _ginem_.","Beside it lay some cooking utensils and a bucket half-full of water. A litter of empty tins showed that the place had been occupied for some time, and I saw, as my eyes became accustomed to the checkered light, a pannikin and a half-full bottle of spirits standing in the corner.","On a flat, scavenger stone, which probably served a prehistoric man as a bed, there was a quilt, wrapped in plaids, on the ground there was still ash from the extinguished bonfire, next to it were saucepans and a tin watering can, in the other corner I saw a bottle with _gin_.",0.0
100,"Jest doktor Mortimer, ale ten wydaje mi się zupełnie uczciwym; jest jego żona, o której nic nie wiemy.","There is our friend Dr. Mortimer, whom I believe to be entirely honest, and there is his wife, of whom we know nothing.","There is Dr. Mortimer, but this one seems to me to be quite honest; there is his wife, about whom we know nothing.",0.267
101,"„W ciągu ostatnich paru miesięcy spostrzegłem, że system nerwowy sir Karola był nadwerężony.","""Within the last few months it became increasingly plain to me that Sir Charles's nervous system was strained to the breaking point.","""In the last few months I have noticed that Sir Charles' nervous system has been strained.",0.15
102,"I tak, naprzykład, twierdzisz, że laska jest darem jakiegoś prowincyonalnego klubu myśliwskiego. Ja przypuszczam, że ofiarowali ją lekarzowi pensyonarze szpitala Charing Cross (C. C. H.).","I would suggest, for example, that a presentation to a doctor is more likely to come from a hospital than from a hunt, and that when the initials 'C.C.' are placed before that hospital the words 'Charing Cross' very naturally suggest themselves.""","And so, for example, you claim that the chick is a gift from some provincial hunting club. I suppose they offered it to the charing cross hospital doctor (C.C. H.).",0.0
